Unnamed: 0,Team1,Team2,Referee,Coef_1,Coef_X,Coef_2,Total_Fouls,Team1_Score,Team2_Score,Team1_Intensive,Team2_Intensive,Intensive,Team1_Ball_possession,Team2_Ball_possession,Team1_Fouls,Team2_Fouls,Team1_Yellow_cards,Team2_Yellow_cards,Team1_Passes,Team2_Passes,Team1_Long_balls,Team2_Long_balls,Team1_Crosses,Team2_Crosses,Team1_Dribbles,Team2_Dribbles,Team1_Duels_won,Team2_Duels_won,Team1_Aerials_won,Team2_Aerials_won,Team1_Tackles,Team2_Tackles,Team1_Corner_kicks,Team2_Corner_kicks,Team1_Interceptions,Team2_Interceptions,Team1_Possession_lost,Team2_Possession_lost,Team1_Total_shots,Team2_Total_shots,Team1_Shots_on_target,Team2_Shots_on_target,Team1_Shots_inside_box,Team2_Shots_inside_box,Team1_Shots_outside_box,Team2_Shots_outside_box,Team1_Formation,Team1_Ratings,Team2_Formation,Team2_Ratings,Team1_PPDA,Team2_PPDA,Team1_Pre_PPDA,Team2_Pre_PPDA,Ref_Mean_Cards,Ref_Mean_Fouls,Team1_Mean_Fouls_Home,Team1_Mean_Fouls,Team2_Mean_Fouls_Away,Team2_Mean_Fouls
0,Бавария М.,Шальке 04,Феликс Цвайер,1.1,11.0,21.0,23,3,0,2791,231,2560,62,38,11,12,1,2,604,361,45,58,17,5,14,17,39,46,8,6,14,20,9,2,12,11,126,124,21,5,12,1,17,3,4,2,4-2-3-1,0.0,4-4-2,0.0,6.34,25.33,,,3.0,20.0,10.0,10.0,10.0,10.0
1,Кельн,Хоффенхайм,Дэниел Зиберт,2.5,3.75,2.62,25,1,2,1070,1254,-184,49,51,12,13,3,4,446,456,67,67,16,14,15,20,64,59,33,24,11,12,1,6,11,8,129,139,13,13,6,7,10,8,3,5,4-2-3-1,0.0,3-4-1-2,0.0,11.91,11.54,,,3.0,20.0,10.0,10.0,10.0,10.0
2,Юнион Берлин,Аугсбург,Марко Фриц,2.3,3.3,3.2,18,0,1,1521,515,1006,58,42,9,9,2,0,533,386,84,73,35,10,17,12,53,58,19,28,17,16,8,1,13,13,165,150,15,9,3,5,8,7,7,2,4-3-3,0.0,4-2-3-1,0.0,13.22,21.25,,,3.0,20.0,10.0,10.0,10.0,10.0
3,Э. Франкфурт,Билефельд,Бенджамин Брэнд,1.72,4.0,4.5,27,0,0,1921,477,1444,62,38,14,13,2,2,533,331,67,72,35,12,11,11,54,57,17,16,19,20,14,3,11,24,173,163,18,12,6,4,12,5,6,7,3-4-1-2,0.0,4-1-4-1,0.0,6.77,12.44,,,3.0,20.0,10.0,10.0,10.0,10.0
4,Штутгарт,Фрайбург,Бенджамин Кортус,2.1,3.75,3.25,28,0,2,2012,577,1435,64,36,12,16,2,2,551,308,38,66,21,10,16,12,62,50,22,14,16,21,7,2,7,20,157,136,26,7,7,6,17,6,9,1,3-1-4-2,0.0,4-1-3-2,0.0,7.62,12.11,,,3.0,20.0,10.0,10.0,10.0,10.0
5,Бремен,Герта,Саша Стегеманн,2.45,3.5,2.8,30,0,2,1042,1282,-240,44,56,13,17,2,0,334,431,52,78,25,14,16,20,57,65,17,25,15,16,7,4,13,25,165,134,16,13,6,6,8,12,8,1,4-2-2-2,0.0,4-3-1-2,0.0,12.09,4.79,,,3.0,20.0,10.0,10.0,10.0,10.0
6,Дортмунд,Мгладбах,Феликс Брых,1.6,4.2,5.25,19,1,0,591,874,-283,47,53,10,9,1,1,530,585,51,38,10,12,16,7,31,38,1,9,10,15,1,3,8,13,106,112,10,8,4,2,9,4,1,4,3-4-1-2,0.0,3-4-3,0.0,28.77,12.1,,,3.0,20.0,10.0,10.0,10.0,10.0
7,РБ Лейпциг,Майнц 05,Мануэль Грефе,1.36,5.25,7.5,16,2,0,2902,462,2440,72,28,5,11,1,2,746,268,44,32,18,15,13,21,51,34,11,8,20,14,7,5,7,19,128,124,23,9,10,1,20,6,3,3,3-4-2-1,0.0,4-2-3-1,0.0,6.19,29.59,,,3.0,20.0,10.0,10.0,10.0,10.0
8,Вольфсбург,Леверкузен,Свен Яблонски,3.1,3.6,2.2,26,0,0,708,1083,-375,40,60,14,12,1,2,390,576,72,47,15,15,7,15,57,47,12,18,28,7,4,4,16,13,147,174,9,7,1,3,6,6,3,1,4-3-3,0.0,4-1-4-1,0.0,11.65,11.88,,,3.0,20.0,10.0,10.0,10.0,10.0
9,Герта,Э. Франкфурт,Бастиан Данкерт,2.25,3.75,2.9,29,0,2,1124,860,264,56,44,13,16,3,4,484,381,57,65,27,15,17,11,47,63,12,23,9,20,4,3,10,8,150,136,12,11,6,3,7,7,5,4,4-3-1-2,7.29,3-4-1-2,6.99,13.44,15.8,,,3.0,20.0,10.0,17.0,10.0,14.0
10,Майнц 05,Штутгарт,Даниэль Шлагер,2.45,3.6,2.7,26,1,1,782,1623,-841,49,51,9,17,2,4,425,441,54,49,18,22,21,25,55,50,8,12,21,17,3,9,21,14,143,148,12,15,2,7,6,13,6,2,4-2-3-1,6.59,3-1-4-2,6.8,11.26,9.88,,,3.0,20.0,10.0,11.0,10.0,12.0
11,Билефельд,Кельн,Патрик Иттрих,2.3,3.5,3.0,28,0,0,765,1132,-367,47,53,12,16,3,3,404,444,73,64,18,27,20,9,57,57,25,18,17,23,4,7,18,14,149,151,7,12,2,2,1,9,6,3,4-3-3,6.93,4-2-3-1,6.61,10.96,13.1,,,3.0,20.0,10.0,13.0,10.0,12.0
12,Леверкузен,РБ Лейпциг,Вред Осмерс,3.25,3.6,2.1,26,1,1,1380,745,635,59,41,16,10,1,3,559,380,61,73,20,14,18,15,64,53,19,18,21,12,4,1,17,13,155,169,11,7,4,2,7,4,4,3,4-1-4-1,6.77,3-4-2-1,7.36,6.77,12.48,,,3.0,20.0,10.0,12.0,10.0,5.0
13,Мгладбах,Юнион Берлин,Тобиас Стилер,1.44,4.333333333333334,7.5,27,0,0,1252,724,528,62,38,11,16,1,2,633,372,56,60,18,20,22,8,63,47,24,12,12,20,7,5,15,12,151,148,14,14,6,2,12,9,2,5,4-2-3-1,6.59,3-4-2-1,6.54,11.05,14.18,,,3.0,20.0,10.0,9.0,10.0,9.0
14,Аугсбург,Дортмунд,Мартин Петерсен,6.5,4.5,1.44,15,1,0,358,2791,-2433,20,80,7,8,3,4,204,817,49,42,7,39,14,21,46,45,11,9,21,12,3,11,18,9,104,141,6,18,4,6,5,13,1,5,4-2-2-2,6.93,3-1-4-2,7.09,27.94,5.05,,,3.0,20.0,10.0,9.0,10.0,10.0
15,Шальке 04,Бремен,Маркус Шмидт,2.6,3.4,2.62,34,0,2,1305,1288,17,65,35,20,14,7,2,502,257,74,66,24,19,15,9,57,69,25,22,10,21,8,3,8,10,188,170,18,17,4,7,9,12,9,5,4-2-3-1,6.03,4-3-3,6.41,3.95,9.47,,,3.0,20.0,10.0,12.0,10.0,13.0
16,Хоффенхайм,Бавария М.,Бенджамин Брэнд,12.0,8.0,1.18,25,2,1,405,1973,-1568,28,72,15,10,3,2,247,628,58,58,15,30,19,10,54,55,14,22,21,14,3,6,22,11,136,165,17,16,8,3,14,13,3,3,3-4-3,6.95,4-2-3-1,7.56,13.12,5.82,,,4.0,27.0,10.0,13.0,10.0,11.0
17,Фрайбург,Вольфсбург,Сёрен Аисты,2.87,3.5,2.37,24,1,1,1805,693,1112,53,47,11,13,0,3,423,389,67,56,29,9,19,16,62,55,24,21,17,12,9,1,12,14,146,140,19,8,7,2,11,3,8,5,4-2-2-2,6.92,4-2-3-1,7.05,7.83,11.17,,,3.0,20.0,10.0,16.0,10.0,14.0
18,Юнион Берлин,Майнц 05,Саша Стегеманн,2.0,3.5,3.5,24,1,0,1391,470,921,50,50,13,11,1,4,488,478,76,50,20,14,14,18,56,60,18,19,22,17,4,2,20,15,159,173,11,5,7,0,9,2,2,3,3-4-2-1,6.7,4-2-3-1,6.6,11.08,13.35,,,2.0,30.0,9.0,12.5,11.0,10.0
19,Кельн,Мгладбах,Марко Фриц,4.0,4.0,1.8,28,0,2,456,1857,-1401,40,60,16,12,3,3,399,602,60,73,17,18,15,18,49,52,11,12,18,17,4,10,10,15,148,150,8,15,2,11,4,12,4,3,3-5-2,6.71,4-2-3-1,6.74,12.94,7.06,,,2.0,18.0,12.0,14.0,9.0,10.0
20,Дортмунд,Фрайбург,Гвидо Винкманн,1.36,5.0,7.0,20,1,0,1878,366,1512,66,34,8,12,1,1,769,387,46,57,11,12,14,11,54,31,18,9,14,8,3,2,12,16,116,113,16,6,7,2,10,2,6,4,3-4-2-1,6.99,3-4-2-1,6.89,8.26,23.86,,,3.0,20.0,10.0,9.0,16.0,13.5
21,Э. Франкфурт,Хоффенхайм,Мануэль Грефе,2.7,4.0,2.3,20,0,1,1271,708,563,51,49,12,8,2,3,490,469,64,76,22,17,13,8,52,38,24,10,13,11,5,7,7,11,163,154,16,12,8,4,15,9,1,3,3-4-1-2,6.93,3-1-4-2,7.06,12.27,17.6,,,3.0,16.0,14.0,15.0,13.0,14.0
22,Штутгарт,Леверкузен,Роберт Хартманн,3.0,4.0,2.15,25,0,1,1069,1233,-164,47,53,8,17,3,2,430,467,51,62,18,29,15,16,60,50,20,8,15,26,7,12,12,7,153,151,12,15,3,6,8,10,4,5,3-1-4-2,6.93,4-1-4-1,6.84,12.43,7.9,,,3.0,20.0,12.0,14.5,12.0,14.0
23,Бремен,Билефельд,Роберт Шредер,2.1,3.5,3.4,28,1,0,767,1159,-392,36,64,12,16,2,2,318,565,69,79,14,11,9,14,56,61,23,26,14,13,2,1,12,7,138,143,7,9,2,4,3,5,4,4,5-3-2,6.77,4-2-3-1,6.97,20.58,7.7,,,3.0,20.0,13.0,13.5,13.0,12.5
24,РБ Лейпциг,Шальке 04,Флориан Бадстабнер,1.28,5.75,9.0,24,3,0,2508,188,2320,67,33,14,10,1,3,630,309,26,56,19,2,16,16,58,47,19,13,19,13,8,1,19,14,109,121,22,5,7,1,15,1,7,4,4-2-3-1,7.0,3-5-2,6.25,4.04,42.67,,,3.0,20.0,5.0,7.5,12.0,16.0
25,Вольфсбург,Аугсбург,Феликс Цвайер,1.85,3.75,4.2,20,0,0,1821,541,1280,64,36,7,13,0,1,611,347,68,67,34,10,19,20,63,57,21,18,17,19,12,2,13,18,172,160,18,8,6,1,9,4,9,4,4-3-3,6.91,4-4-2,7.06,6.28,15.13,,,3.0,23.0,14.0,13.5,9.0,8.0
26,Бавария М.,Герта,Бенджамин Кортус,1.16,8.0,13.0,32,1,0,2406,480,1926,67,33,13,19,3,3,568,277,56,72,26,13,12,13,58,40,11,11,17,10,6,1,16,19,132,118,22,10,9,5,14,5,8,5,4-2-3-1,7.11,4-4-1-1,6.86,4.13,12.17,,,4.0,28.0,11.0,10.5,17.0,15.0
27,Хоффенхайм,Дортмунд,Саша Стегеманн,4.0,4.2,1.72,24,0,0,537,1533,-996,45,55,13,11,1,1,459,567,67,68,15,11,18,15,47,60,9,18,19,22,4,6,14,12,148,145,9,15,3,5,7,12,2,3,3-4-3,6.99,3-4-2-1,7.13,13.63,10.96,,,3.5,27.0,15.0,12.0,8.0,8.666666666666666
28,Майнц 05,Леверкузен,Бастиан Данкерт,5.5,4.5,1.53,18,0,1,498,1158,-660,38,62,12,6,3,1,372,597,59,77,20,22,17,26,52,62,13,18,28,20,6,2,22,10,155,165,6,9,0,5,2,5,4,4,4-2-3-1,6.51,4-1-4-1,6.84,8.68,14.53,,,7.0,29.0,9.0,10.333333333333334,14.5,15.0
29,Аугсбург,РБ Лейпциг,Феликс Брых,6.0,4.5,1.5,22,0,1,300,2204,-1904,32,68,9,13,0,1,309,645,70,34,11,29,14,16,47,51,11,19,16,15,5,8,21,5,147,169,5,16,2,5,3,12,2,4,4-4-2,7.04,3-4-3,7.1,23.47,6.22,,,2.0,19.0,7.0,9.666666666666666,10.0,9.666666666666666
30,Герта,Штутгарт,Вред Осмерс,1.95,3.8,3.4,24,0,1,1397,710,687,63,37,14,10,2,2,541,309,83,58,29,13,24,14,51,53,18,16,12,18,6,4,16,13,154,148,15,7,4,2,11,5,4,2,4-2-3-1,6.84,3-4-2-1,6.92,5.4,13.16,,,4.0,26.0,13.0,16.333333333333332,17.0,12.333333333333334
31,Фрайбург,Бремен,Кристиан Дингерт,2.0,3.5,3.5,24,1,1,1682,834,848,62,38,10,14,3,3,523,312,66,55,27,14,19,13,54,44,13,21,14,12,4,4,10,8,140,115,20,13,4,4,15,7,5,6,4-4-2,6.67,3-1-4-2,6.83,9.05,13.52,,,3.0,20.0,11.0,13.0,14.0,13.0
32,Билефельд,Бавария М.,Дэниел Зиберт,13.0,8.5,1.16,12,0,3,395,2490,-2095,33,67,6,6,1,0,344,665,59,61,12,36,15,10,37,36,7,7,17,17,6,10,12,8,123,129,11,17,5,9,5,14,6,3,4-2-3-1,6.88,4-2-3-1,7.13,34.67,7.43,,,7.0,25.0,12.0,13.666666666666666,10.0,11.333333333333334
33,Мгладбах,Вольфсбург,Даниэль Шлагер,1.72,4.0,4.333333333333334,27,0,0,1037,940,97,48,52,14,13,2,2,416,452,59,70,19,18,15,18,57,66,19,22,20,20,5,4,11,15,162,174,13,15,2,6,10,9,3,6,4-2-3-1,6.86,4-3-3,6.97,8.13,9.37,,,6.0,26.0,11.0,10.666666666666666,13.0,11.333333333333334
34,Кельн,Э. Франкфурт,Свен Яблонски,2.8,3.8,2.25,37,0,1,580,1679,-1099,40,60,19,18,3,2,357,532,70,72,16,24,12,8,73,76,33,37,19,16,2,8,21,7,167,184,9,17,5,4,5,11,4,6,4-1-4-1,6.67,3-4-1-2,7.0,7.53,8.81,,,3.0,26.0,14.0,14.666666666666666,16.0,14.0
35,Шальке 04,Юнион Берлин,Патрик Иттрих,3.1,3.25,2.3,20,0,0,837,1303,-466,53,47,7,13,3,1,493,423,60,69,12,17,9,15,45,40,22,15,10,10,5,7,16,8,144,148,8,11,4,6,5,6,3,5,4-3-3,6.26,4-2-3-1,6.83,12.8,21.33,,,6.0,28.0,20.0,14.0,16.0,12.666666666666666
36,Штутгарт,Кельн,Гвидо Винкманн,1.9,4.0,3.6,23,1,1,929,1032,-103,58,42,11,12,2,5,553,385,60,63,14,26,24,11,66,45,22,17,13,16,3,5,8,10,139,141,8,15,4,4,4,7,4,8,3-4-2-1,6.95,4-3-3,6.71,11.95,16.9,,,2.0,20.0,10.0,11.75,16.0,15.75
37,Юнион Берлин,Фрайбург,Роберт Шредер,2.2,3.3,3.3,23,1,1,1152,530,622,50,50,9,14,1,4,402,395,81,65,22,17,6,14,54,49,17,24,18,10,4,2,18,13,144,148,19,8,7,4,11,4,8,4,4-2-3-1,6.82,4-4-2,6.78,13.82,10.64,,,4.0,28.0,11.0,12.75,14.0,12.25
38,Майнц 05,Мгладбах,Фрэнк Вилленборг,3.8,4.0,1.83,29,2,1,783,1911,-1128,40,60,18,11,5,3,402,609,69,52,14,19,17,19,54,71,15,22,20,18,3,7,12,13,166,159,15,21,7,12,10,17,5,4,4-2-3-1,6.55,3-5-2,6.83,13.9,6.06,,,3.0,20.0,10.5,10.75,10.5,11.5
39,Бавария М.,Э. Франкфурт,Маркус Шмидт,1.14,9.0,15.0,23,2,0,1751,389,1362,60,40,11,12,3,0,580,378,84,52,26,14,25,5,50,48,8,13,13,23,10,3,13,6,137,129,20,8,9,2,14,3,6,5,4-2-3-1,7.19,3-4-1-2,7.0,10.0,16.91,,,9.0,34.0,12.0,10.0,17.0,15.0
40,РБ Лейпциг,Герта,Тобиас Стилер,1.5,4.2,5.5,32,1,1,2459,254,2205,67,33,11,21,1,4,543,257,40,72,26,8,17,12,69,37,26,11,12,11,7,3,13,13,133,126,26,9,8,2,17,7,9,2,4-2-3-1,7.12,4-2-3-1,6.81,5.85,9.33,,,3.0,27.0,9.5,10.5,18.0,15.75
41,Дортмунд,Шальке 04,Феликс Цвайер,1.2,6.0,12.0,19,0,0,2526,104,2422,74,26,5,14,0,1,810,271,41,37,14,2,35,10,57,38,10,7,15,24,7,2,17,14,132,127,18,3,7,0,12,3,6,0,4-2-3-1,7.12,3-5-2,6.4,9.29,18.08,,,2.0,21.5,9.0,9.25,11.0,12.25
42,Вольфсбург,Билефельд,Мануэль Грефе,1.6,4.0,5.75,23,2,0,1026,795,231,48,52,13,10,2,1,499,533,71,80,22,18,14,15,59,54,26,19,11,13,4,3,22,8,158,170,14,9,4,1,10,3,4,6,4-1-4-1,6.95,4-2-3-1,6.79,13.35,10.71,,,4.0,18.0,10.5,11.75,14.5,11.75
43,Бремен,Хоффенхайм,Даниэль Шлагер,2.62,3.75,2.45,30,1,1,458,1182,-724,49,51,10,20,2,2,451,448,53,60,7,23,10,18,58,37,19,13,16,9,1,4,6,8,128,144,5,14,2,4,1,7,4,7,3-4-2-1,6.81,3-4-2-1,6.95,16.06,12.91,,,5.0,26.5,12.5,13.25,10.5,12.25
44,Леверкузен,Аугсбург,Сёрен Аисты,1.53,4.2,6.0,22,1,0,1684,506,1178,65,35,14,8,1,2,701,362,84,51,20,8,13,10,34,54,10,16,11,17,3,3,10,10,140,130,15,6,7,3,11,4,4,2,4-3-3,6.9,4-4-2,6.95,7.5,19.88,,,3.0,24.0,16.0,12.75,11.0,9.5
45,Шальке 04,Штутгарт,Бенджамин Брэнд,3.1,3.6,2.2,26,1,0,711,1561,-850,46,54,11,15,2,2,406,468,52,48,11,15,26,27,73,61,16,10,26,20,3,4,12,8,132,147,9,20,2,8,5,11,4,9,3-1-4-2,6.4,3-1-4-2,6.94,8.93,6.93,,,4.5,26.0,13.5,12.6,13.5,11.6
46,Кельн,Бавария М.,Фрэнк Вилленборг,9.5,6.5,1.25,25,0,2,835,1219,-384,37,63,12,13,1,2,370,642,65,48,21,12,16,12,54,49,12,18,19,15,5,1,16,15,153,146,9,6,2,4,6,5,3,1,4-1-4-1,6.71,4-2-3-1,7.24,28.86,5.75,,,8.0,29.0,15.666666666666666,15.0,8.0,10.2
47,Билефельд,Дортмунд,Бастиан Данкерт,8.5,5.0,1.33,26,0,0,136,3099,-2963,25,75,13,13,1,1,274,823,69,89,6,21,12,16,51,47,16,16,13,7,0,12,25,4,121,161,5,21,2,10,2,13,3,8,5-3-2,6.76,4-2-3-1,7.15,26.5,7.57,,,5.5,23.5,9.0,11.4,9.5,8.4
48,Э. Франкфурт,Бремен,Феликс Брых,1.75,4.0,4.2,26,0,0,2080,289,1791,72,28,12,14,1,3,677,257,44,61,35,11,21,16,53,52,14,19,13,16,5,3,11,14,157,127,15,11,5,4,11,6,4,5,3-4-1-2,6.86,3-4-2-1,6.82,5.04,31.15,,,1.5,20.5,13.0,14.4,14.0,12.6
49,Аугсбург,Майнц 05,Марко Фриц,2.3,3.5,3.0,22,1,0,1033,773,260,49,51,12,10,5,1,485,488,72,64,14,14,12,10,37,54,13,11,8,24,4,1,18,13,148,132,13,9,6,4,9,7,4,2,4-4-2,6.86,4-2-3-1,6.59,16.6,8.2,,,4.0,23.0,8.0,9.2,11.0,12.2
50,Мгладбах,РБ Лейпциг,Дэниел Зиберт,2.7,3.75,2.4,30,0,0,802,1037,-235,49,51,13,17,2,4,513,527,70,58,12,15,20,11,58,51,16,20,9,10,2,4,23,12,154,154,5,15,3,3,5,10,0,5,4-2-3-1,6.88,4-1-3-2,7.14,11.46,10.06,,,4.0,18.5,12.5,11.4,11.5,10.6
51,Фрайбург,Леверкузен,Бенджамин Кортус,3.5,3.6,2.0,21,1,2,808,1344,-536,40,60,10,11,2,2,377,577,66,61,17,16,10,20,44,49,19,17,12,10,4,6,7,7,135,139,8,18,5,7,4,7,4,11,4-2-2-2,6.78,4-3-3,6.92,22.44,12.42,,,5.0,30.0,10.5,12.6,11.666666666666666,13.0
52,Герта,Вольфсбург,Мартин Петерсен,2.4,3.4,2.9,23,1,1,1703,856,847,52,48,8,15,3,1,410,381,57,48,25,17,22,8,48,60,16,20,9,28,8,6,13,18,162,155,20,11,5,4,14,2,6,9,4-2-3-1,6.73,4-2-3-1,6.95,12.47,6.24,,,7.0,15.0,13.5,16.8,13.0,12.0
53,Хоффенхайм,Юнион Берлин,Роберт Хартманн,1.9,3.8,3.75,32,0,0,1188,952,236,60,40,19,13,1,2,538,350,63,56,14,15,15,11,37,48,12,8,8,15,3,6,11,13,131,114,10,9,5,6,8,9,2,0,3-1-4-2,6.9,3-4-1-2,6.85,8.0,19.29,,,5.0,25.0,14.0,13.8,14.5,12.0
54,Бремен,Кельн,Флориан Бадстабнер,2.62,3.5,2.55,40,0,0,1725,495,1230,67,33,20,20,2,2,648,313,55,54,22,11,11,11,52,51,16,15,13,11,1,3,6,9,113,118,17,7,4,1,8,5,9,2,3-4-2-1,6.83,4-1-4-1,6.7,5.75,23.83,,,4.0,24.0,11.666666666666666,12.833333333333334,14.0,14.5
55,Юнион Берлин,Билефельд,Матиас Йолленбек,1.8,3.75,4.5,26,3,0,1379,565,814,51,49,17,9,0,1,542,517,61,47,10,12,4,8,44,36,20,11,12,3,5,1,9,10,102,112,12,6,9,1,9,3,3,3,4-2-3-1,6.9,4-2-3-1,6.77,20.89,29.62,,,3.0,20.0,10.333333333333334,12.166666666666666,13.0,11.666666666666666
56,Майнц 05,Шальке 04,Патрик Иттрих,2.3,3.5,3.0,31,2,1,744,1521,-777,32,68,18,13,1,1,267,552,60,66,10,21,16,26,64,62,21,20,23,14,4,9,14,9,134,155,13,21,7,3,9,15,4,6,4-2-3-1,6.62,3-1-4-2,6.49,10.52,5.61,,,5.0,24.0,13.0,11.833333333333334,12.0,12.333333333333334
57,Аугсбург,Герта,Фрэнк Вилленборг,3.0,3.5,2.2,22,0,1,298,1355,-1057,47,53,12,10,3,0,437,494,60,44,11,16,8,19,36,43,8,10,16,10,2,6,16,14,125,134,8,12,1,5,3,9,5,3,4-4-2,6.87,4-2-2-2,6.74,9.42,13.55,,,5.5,27.0,9.333333333333334,9.666666666666666,19.0,15.333333333333334
58,РБ Лейпциг,Фрайбург,Феликс Цвайер,1.4,4.5,8.5,28,1,0,1509,649,860,56,44,14,14,2,3,541,410,44,58,14,20,13,12,46,46,18,15,10,10,3,4,7,13,125,146,15,8,7,3,8,7,7,1,4-1-3-2,7.07,5-3-2,6.74,8.46,15.86,,,1.6666666666666667,20.666666666666668,10.0,11.666666666666666,14.0,12.166666666666666
59,Штутгарт,Э. Франкфурт,Саша Стегеманн,2.6,3.75,2.45,30,2,0,1013,1644,-631,39,61,14,16,2,4,323,486,50,50,13,29,26,14,54,63,9,24,15,19,10,8,15,12,138,136,15,16,5,7,10,11,5,5,3-1-4-2,6.93,3-4-1-2,6.88,9.88,6.58,,,3.0,26.0,10.333333333333334,12.166666666666666,15.333333333333334,14.0
60,Дортмунд,Бавария М.,Мануэль Грефе,3.1,4.1,2.05,22,1,1,801,1104,-303,51,49,15,7,2,2,525,494,69,68,15,23,25,11,60,55,18,23,22,13,4,3,10,12,151,163,15,14,5,7,12,10,3,4,4-2-3-1,7.16,4-2-3-1,7.17,12.0,8.88,,,3.6666666666666665,19.666666666666668,7.666666666666667,9.166666666666666,9.666666666666666,10.666666666666666
61,Вольфсбург,Хоффенхайм,Свен Яблонски,2.1,3.6,3.3,29,2,0,1089,1459,-370,46,54,15,14,1,3,418,468,68,52,10,28,20,25,61,57,18,17,18,11,3,7,16,13,160,175,14,16,8,5,10,12,4,4,4-2-3-1,6.96,3-1-4-2,6.83,10.13,7.55,,,4.0,31.5,11.333333333333334,12.5,13.666666666666666,14.666666666666666
62,Леверкузен,Мгладбах,Вред Осмерс,2.7,3.6,2.5,27,2,2,1399,527,872,59,41,15,12,4,2,621,432,75,43,22,9,26,19,65,68,19,19,17,22,6,2,4,15,159,151,13,15,4,6,8,10,5,5,4-3-3,6.94,4-2-3-1,6.91,8.36,15.0,,,4.0,25.0,15.0,12.666666666666666,10.666666666666666,11.666666666666666
63,Хоффенхайм,Штутгарт,Дэниел Зиберт,2.2,4.0,2.8,33,1,2,1001,1404,-403,42,58,15,18,3,2,372,503,41,50,19,17,25,29,59,70,8,16,22,22,3,4,12,11,152,149,13,22,8,8,9,16,4,6,5-3-2,6.82,3-4-2-1,6.93,8.03,6.41,,,4.666666666666667,22.33333333333333,15.666666666666666,14.571428571428571,14.0,12.428571428571429
64,Билефельд,Леверкузен,Феликс Брых,5.5,4.75,1.5,15,0,1,203,1977,-1774,30,70,5,10,0,1,331,743,71,71,9,39,3,19,49,39,19,12,21,13,0,10,20,7,152,191,0,8,0,4,0,7,0,1,4-1-4-1,6.7,4-3-3,6.94,22.89,12.2,,,2.333333333333333,22.33333333333333,10.333333333333334,11.285714285714286,11.5,13.0
65,Бавария М.,Бремен,Гвидо Винкманн,1.11,10.0,19.0,20,0,1,2694,425,2269,70,30,10,10,1,3,662,277,53,51,36,11,22,24,56,57,17,14,19,23,7,3,6,12,151,138,16,7,2,3,8,6,8,1,4-1-4-1,7.13,3-4-2-1,6.84,3.91,16.63,,,4.5,21.5,11.666666666666666,10.142857142857142,14.0,13.857142857142858
66,Мгладбах,Аугсбург,Маркус Шмидт,1.5,4.5,6.0,19,1,0,1551,531,1020,52,48,7,12,1,4,546,494,56,57,15,14,9,21,52,43,15,13,20,12,2,1,15,18,144,152,14,9,6,5,9,4,5,5,4-2-3-1,6.86,4-4-2,6.81,10.19,17.63,,,6.0,28.5,12.666666666666666,11.714285714285714,10.0,10.0
67,Шальке 04,Вольфсбург,Марко Фриц,3.75,3.6,1.9,23,0,2,766,1174,-408,41,59,11,12,0,1,372,541,64,51,26,15,19,22,58,52,12,15,24,15,6,4,11,14,156,138,13,18,7,7,9,13,4,5,3-1-4-2,6.54,4-2-3-1,6.96,11.29,5.77,,,4.666666666666667,22.666666666666668,12.666666666666666,12.428571428571429,13.666666666666666,12.857142857142858
68,Э. Франкфурт,РБ Лейпциг,Сёрен Аисты,4.2,4.0,1.75,30,1,0,798,1259,-461,37,63,18,12,3,2,331,570,72,73,15,19,14,23,58,66,16,23,24,13,5,6,22,12,151,171,8,10,3,2,6,10,2,0,3-4-2-1,6.89,4-2-3-1,7.08,7.43,7.81,,,3.0,23.0,12.666666666666666,14.285714285714286,13.333333333333334,12.0
69,Герта,Дортмунд,Бастиан Данкерт,5.25,4.5,1.55,30,1,0,683,1767,-1084,40,60,13,17,1,1,438,649,40,57,17,11,18,27,56,59,7,11,20,15,4,3,10,12,123,121,9,16,3,8,4,12,5,4,4-4-2,6.8,3-4-3,7.12,10.74,8.22,,,4.333333333333333,24.33333333333333,11.666666666666666,14.571428571428571,10.666666666666666,10.0
70,Фрайбург,Майнц 05,Мартин Петерсен,1.9,3.75,3.75,19,0,3,1942,709,1233,71,29,6,13,0,1,714,274,61,54,35,11,10,10,43,40,15,20,10,8,9,4,9,22,146,121,20,20,6,8,11,10,9,10,4-4-2,6.71,3-5-2,6.64,12.1,46.56,,,5.5,19.0,10.333333333333334,12.428571428571429,10.666666666666666,12.714285714285714
71,Кельн,Юнион Берлин,Тобиас Стилер,3.1,3.4,2.3,27,1,1,968,1214,-246,49,51,12,15,1,2,463,475,51,60,16,22,13,12,60,48,30,18,10,10,5,4,13,15,141,141,9,9,3,3,6,8,3,1,4-1-4-1,6.69,4-2-3-1,6.96,13.0,11.83,,,4.0,29.5,14.75,15.285714285714286,14.0,12.857142857142858
72,Вольфсбург,Бремен,Кристиан Дингерт,1.85,3.6,4.2,23,3,2,1349,324,1025,61,39,12,11,2,3,608,372,58,54,11,16,11,12,45,39,8,11,18,10,0,5,12,13,138,135,13,5,6,4,9,3,4,2,4-2-3-1,6.98,3-4-2-1,6.83,9.44,18.42,,,6.0,24.0,12.25,12.75,13.0,13.375
