Unnamed: 0,Team1,Team2,Referee,Coef_1,Coef_X,Coef_2,Total_Fouls,Team1_Score,Team2_Score,Team1_Intensive,Team2_Intensive,Intensive,Team1_Ball_possession,Team2_Ball_possession,Team1_Fouls,Team2_Fouls,Team1_Yellow_cards,Team2_Yellow_cards,Team1_Passes,Team2_Passes,Team1_Long_balls,Team2_Long_balls,Team1_Crosses,Team2_Crosses,Team1_Dribbles,Team2_Dribbles,Team1_Duels_won,Team2_Duels_won,Team1_Aerials_won,Team2_Aerials_won,Team1_Tackles,Team2_Tackles,Team1_Corner_kicks,Team2_Corner_kicks,Team1_Interceptions,Team2_Interceptions,Team1_Possession_lost,Team2_Possession_lost,Team1_Total_shots,Team2_Total_shots,Team1_Shots_on_target,Team2_Shots_on_target,Team1_Shots_inside_box,Team2_Shots_inside_box,Team1_Shots_outside_box,Team2_Shots_outside_box,Team1_Formation,Team1_Ratings,Team2_Formation,Team2_Ratings,Team1_PPDA,Team2_PPDA,Team1_Pre_PPDA,Team2_Pre_PPDA,Ref_Mean_Cards,Ref_Mean_Fouls,Team1_Mean_Fouls_Home,Team1_Mean_Fouls,Team2_Mean_Fouls_Away,Team2_Mean_Fouls
211,Аугсбург,Мгладбах,Маркус Шмидт,4.0,4.2,1.75,17,0,0,729,1059,-330,44,56,11,6,3,2,419,516,73,59,16,13,23,16,45,52,11,14,19,21,5,3,7,16,141,113,8,15,3,7,6,12,2,3,4-5-1,6.69,4-2-3-1,6.98,17.43,12.0,,,3.7,22.9,12.272727272727272,11.565217391304348,13.727272727272728,13.0
212,Кельн,Шальке 04,Мануэль Грефе,2.15,3.75,3.1,19,2,0,865,761,104,38,62,8,11,1,2,347,577,58,52,18,12,10,21,55,47,24,13,16,11,4,2,22,14,148,161,11,7,6,1,8,4,3,3,4-2-3-1,6.8,4-2-3-1,6.85,11.48,8.86,,,1.8888888888888888,18.33333333333333,13.636363636363637,14.130434782608695,11.818181818181818,11.608695652173912
213,Юнион Берлин,Вольфсбург,Бастиан Данкерт,2.8,3.3,2.5,22,1,0,381,1326,-945,39,61,8,14,1,2,320,486,77,70,13,25,20,14,65,57,23,26,17,16,1,6,16,8,169,182,6,12,3,3,5,8,1,4,3-4-2-1,6.83,4-4-2,6.86,14.25,5.56,,,3.888888888888889,27.55555555555556,15.909090909090908,15.695652173913045,15.909090909090908,14.391304347826088
214,РБ Лейпциг,Леверкузен,Феликс Цвайер,1.5,4.75,5.75,17,1,1,933,1020,-87,37,63,4,13,0,3,395,695,43,58,22,18,23,19,58,33,14,8,17,13,8,5,18,13,137,125,9,15,2,6,4,7,5,8,3-1-4-2,7.06,3-4-3,6.98,14.69,11.24,,,3.6,23.0,11.0,11.08695652173913,11.636363636363637,11.217391304347826
215,Бремен,Э. Франкфурт,Патрик Иттрих,2.9,3.5,2.4,35,0,0,872,897,-25,50,50,14,21,2,1,425,411,63,70,15,27,14,12,56,53,25,17,9,13,5,6,10,14,146,148,11,11,3,4,4,9,7,2,4-3-3,6.76,3-4-2-1,6.87,10.67,8.07,,,4.875,28.875,11.909090909090908,12.869565217391305,11.454545454545457,11.956521739130435
216,Падерборн,Кельн,Дэниел Зиберт,3.1,4.0,2.05,20,0,2,874,1454,-580,47,53,8,12,3,4,387,425,53,80,18,27,22,9,49,53,16,19,9,20,5,9,9,15,164,157,16,15,2,3,9,9,7,6,4-4-2,6.7,4-2-3-1,6.81,16.06,6.61,,,4.181818181818182,21.90909090909091,14.25,12.833333333333334,14.583333333333334,13.875
217,Леверкузен,Э. Франкфурт,Феликс Брых,1.75,4.333333333333334,3.8,24,2,0,949,715,234,61,39,12,12,1,0,632,381,71,59,12,16,26,13,61,43,10,11,17,18,1,3,8,13,138,155,13,9,5,3,7,8,6,1,4-2-3-1,6.97,4-2-3-1,6.92,8.96,11.08,,,4.333333333333333,21.83333333333333,10.833333333333334,11.291666666666666,12.25,12.333333333333334
218,Шальке 04,Хоффенхайм,Свен Яблонски,2.6,3.6,2.5,20,1,0,1151,918,233,43,57,8,12,0,1,406,518,63,62,15,21,15,15,53,49,18,13,17,21,4,5,7,11,140,127,14,4,4,1,8,3,6,1,3-4-3,6.83,3-1-4-2,6.83,19.42,11.45,,,5.0,28.0,11.416666666666666,11.583333333333334,12.454545454545457,10.958333333333334
219,Герта,Бремен,Гвидо Винкманн,2.2,3.6,3.0,25,1,2,1353,810,543,49,51,18,7,3,3,406,431,73,65,30,16,21,11,55,62,24,20,15,21,3,1,10,21,201,189,19,7,5,3,12,3,7,4,4-4-2,6.8,4-3-1-2,6.74,7.21,15.25,,,2.5,21.166666666666668,12.75,12.875,13.75,12.916666666666666
220,Фрайбург,Юнион Берлин,Марко Фриц,2.37,3.4,3.0,25,1,0,950,988,-38,52,48,5,20,2,3,400,363,70,69,22,19,9,12,71,49,33,28,13,10,7,2,13,9,153,149,9,14,4,4,6,7,3,7,3-4-3,6.9,3-4-3,6.83,11.56,9.82,,,4.090909090909091,25.63636363636364,9.545454545454543,9.75,15.5,15.375
221,Вольфсбург,РБ Лейпциг,Даниэль Шлагер,3.5,3.6,2.0,27,0,0,650,1097,-447,38,62,13,14,2,3,379,615,74,68,23,22,20,22,60,49,19,11,17,15,4,4,19,8,155,168,16,14,4,4,6,9,10,5,4-4-2,6.86,3-1-4-2,7.06,13.04,9.57,,,3.875,24.625,13.0,14.375,11.166666666666666,10.791666666666666
222,Мгладбах,Дортмунд,Саша Стегеманн,3.3,4.0,2.0,21,0,1,663,876,-213,45,55,10,11,5,5,498,619,41,59,21,12,13,29,53,55,8,18,27,14,3,3,12,11,147,161,10,10,3,4,7,9,3,1,3-4-2-1,6.98,3-4-2-1,7.06,13.07,13.32,,,3.9,22.2,12.333333333333334,12.708333333333334,9.083333333333334,8.75
223,Бавария М.,Аугсбург,Бибиана Штайнхаус,1.11,10.0,21.0,11,0,0,2710,369,2341,74,26,4,7,1,0,783,266,65,63,34,16,18,11,48,31,12,11,16,10,9,4,19,15,170,153,18,6,6,2,15,4,3,2,4-2-3-1,7.19,4-2-3-1,6.68,5.45,21.05,,,4.0,23.75,9.416666666666666,9.208333333333334,10.916666666666666,11.541666666666666
224,Майнц 05,Фортуна,Сёрен Аисты,1.9,3.8,3.6,30,0,0,181,2411,-2230,35,65,19,11,3,1,307,569,66,88,4,21,7,11,47,50,18,18,14,10,1,8,10,9,139,159,3,20,1,5,2,12,1,8,3-4-3,6.77,5-4-1,6.74,22.86,9.15,,,4.2,24.6,12.583333333333334,13.375,13.833333333333334,12.416666666666666
225,Хоффенхайм,Герта,Кристиан Дингерт,2.2,3.6,3.2,26,0,0,936,1133,-197,51,49,9,17,2,3,435,419,33,77,22,19,18,15,63,46,13,22,21,10,7,5,9,11,127,122,18,13,2,6,12,10,6,3,4-2-3-1,6.83,4-2-3-1,6.8,15.94,10.5,,,4.333333333333333,20.666666666666668,9.692307692307692,11.0,13.0,13.08
226,Дортмунд,Шальке 04,Дениз Айтекин,1.55,4.333333333333334,5.75,17,2,0,1038,537,501,59,41,9,8,2,2,611,410,54,45,9,9,15,22,53,50,10,10,26,21,4,2,10,14,131,132,11,10,4,3,7,3,4,7,3-4-2-1,7.06,3-4-3,6.83,12.84,14.42,,,4.2727272727272725,25.545454545454547,8.416666666666666,8.84,11.75,11.44
227,Аугсбург,Вольфсбург,Феликс Брых,3.4,3.6,2.1,19,0,1,501,1238,-737,39,61,8,11,1,3,333,496,64,62,7,20,13,18,46,59,16,19,14,22,3,1,14,10,151,149,8,16,3,4,6,11,2,5,4-2-3-1,6.68,4-2-3-1,6.87,14.0,7.18,,,4.076923076923077,22.0,12.166666666666666,11.36,15.75,14.32
228,Фортуна,Падерборн,Фрэнк Вилленборг,2.15,3.6,3.3,31,0,0,935,419,516,53,47,15,16,2,2,525,452,77,71,15,10,8,11,45,36,13,10,14,7,2,0,7,8,125,122,10,7,1,1,6,2,4,5,3-5-2,6.75,4-1-4-1,6.69,13.58,17.33,,,3.7777777777777777,22.444444444444443,11.0,12.36,11.416666666666666,12.64
229,РБ Лейпциг,Фрайбург,Мануэль Грефе,1.3,5.75,9.0,19,0,1,2361,446,1915,66,34,11,8,0,1,655,327,41,63,35,13,14,9,44,53,13,26,15,15,8,4,10,13,144,142,22,6,8,1,12,4,10,2,3-1-4-2,7.06,3-4-2-1,6.91,10.56,24.4,,,2.0,18.4,10.416666666666666,10.92,9.923076923076923,9.56
230,Э. Франкфурт,Мгладбах,Феликс Цвайер,2.8,3.6,2.37,29,0,2,991,768,223,53,47,19,10,5,1,514,479,56,65,30,7,11,6,50,51,22,17,10,12,5,1,15,8,152,141,12,15,4,8,10,10,2,5,4-5-1,6.9,4-2-3-1,6.96,10.97,30.8,,,3.5454545454545454,22.454545454545453,12.416666666666666,12.32,13.083333333333334,12.6
231,Кельн,Майнц 05,Гвидо Винкманн,1.83,3.8,4.1,35,1,0,977,1112,-135,48,52,20,15,4,2,392,404,69,44,17,24,5,18,70,52,28,13,23,9,5,7,11,15,126,139,16,11,6,5,12,9,4,2,4-2-3-1,6.82,4-2-3-1,6.77,7.24,10.52,,,3.0,21.714285714285715,13.166666666666666,13.8,14.166666666666666,13.6
232,Юнион Берлин,Бавария М.,Бастиан Данкерт,13.0,8.0,1.18,23,0,1,373,1399,-1026,32,68,13,10,2,1,307,652,69,67,22,24,16,16,57,60,22,25,15,13,4,9,15,14,154,163,9,13,2,3,5,10,4,3,3-4-3,6.82,4-2-3-1,7.2,20.3,4.6,,,3.8,27.0,15.25,15.56,9.0,9.0
233,Бремен,Леверкузен,Тобиас Стилер,3.9,3.9,1.83,29,1,2,375,1572,-1197,36,64,15,14,2,1,410,715,49,55,11,23,14,27,56,54,14,8,21,15,2,9,22,7,125,155,10,13,1,6,7,10,3,3,4-3-3,6.75,4-2-3-1,6.99,17.26,10.88,,,3.6666666666666665,24.666666666666668,12.083333333333334,12.68,11.75,11.32
234,Герта,Юнион Берлин,Вред Осмерс,2.3,3.4,3.1,24,0,0,1292,523,769,55,45,12,12,2,1,458,358,81,52,11,19,12,11,56,56,28,22,9,12,4,6,6,2,111,122,15,7,7,0,9,3,6,4,4-2-3-1,6.81,3-4-2-1,6.81,9.86,19.06,,,4.0,22.3,13.153846153846152,13.23076923076923,15.846153846153848,15.461538461538462
235,Мгладбах,Леверкузен,Сёрен Аисты,2.45,3.8,2.55,32,0,1,1473,1074,399,45,55,16,16,1,1,420,527,50,66,22,7,17,16,56,54,14,13,15,16,6,3,10,13,145,140,17,14,6,8,12,10,5,4,4-2-3-1,6.96,3-4-3,6.99,10.0,9.42,,,4.166666666666667,25.5,12.153846153846152,12.5,11.923076923076923,11.423076923076923
236,Фрайбург,Бремен,Роберт Хартманн,2.05,3.75,3.2,30,0,1,1713,535,1178,63,37,12,18,0,3,598,361,71,66,42,11,8,14,65,51,35,24,8,9,7,2,13,5,147,133,17,10,7,2,10,3,7,7,4-4-2,6.91,4-3-3,6.74,9.81,19.18,,,3.1666666666666665,22.0,9.166666666666666,9.5,13.23076923076923,12.76923076923077
237,Падерборн,Хоффенхайм,Бибиана Штайнхаус,3.1,3.9,2.05,27,1,1,609,1757,-1148,38,62,14,13,3,0,364,605,63,44,23,24,13,15,47,54,13,21,16,13,2,8,10,11,129,130,12,17,2,7,7,13,5,4,4-1-4-1,6.7,3-1-4-2,6.82,12.26,11.5,,,3.4,21.2,13.76923076923077,12.76923076923077,12.416666666666666,10.923076923076923
238,Вольфсбург,Дортмунд,Дэниел Зиберт,3.9,3.9,1.85,21,0,1,504,852,-348,38,62,11,10,4,2,429,692,55,63,15,5,10,15,41,44,10,12,16,12,2,2,7,16,133,135,7,6,1,2,4,3,3,3,4-4-2,6.87,3-4-2-1,7.07,21.14,14.5,,,4.416666666666667,21.75,13.0,14.192307692307692,9.23076923076923,8.846153846153847
239,Бавария М.,Э. Франкфурт,Марко Фриц,1.12,9.0,17.0,17,2,0,2180,450,1730,66,34,10,7,0,1,672,339,55,66,25,17,15,13,53,47,22,13,17,16,7,2,13,17,160,150,23,12,10,4,13,8,10,4,4-2-3-1,7.2,4-2-3-1,6.88,6.2,23.94,,,4.166666666666667,25.58333333333333,9.0,9.038461538461538,12.23076923076923,12.576923076923077
240,Шальке 04,Аугсбург,Саша Стегеманн,1.95,3.6,3.8,25,0,1,1317,445,872,71,29,14,11,0,2,612,249,63,70,18,7,22,17,72,77,24,29,23,28,3,2,10,14,179,159,12,9,2,7,6,5,6,4,4-2-3-1,6.82,4-2-3-1,6.67,3.38,18.62,,,4.454545454545454,22.09090909090909,11.153846153846152,11.307692307692308,10.615384615384617,11.23076923076923
241,Майнц 05,РБ Лейпциг,Маркус Шмидт,7.0,5.25,1.36,24,0,3,426,2137,-1711,34,66,13,11,3,3,345,671,59,35,18,16,18,12,41,58,8,18,11,17,5,4,6,6,124,118,4,20,1,10,3,13,1,7,3-4-3,6.77,4-4-2,7.05,21.15,7.0,,,3.8181818181818175,22.363636363636363,13.076923076923077,13.653846153846152,11.384615384615383,10.923076923076923
242,Кельн,Фортуна,Бенджамин Кортус,1.72,4.0,4.2,36,0,1,1255,576,679,61,39,19,17,0,1,520,328,83,72,26,14,12,7,82,56,39,25,17,10,6,2,15,8,158,172,15,10,6,4,9,5,6,5,4-2-3-1,6.82,4-3-3,6.75,5.48,12.96,,,3.4444444444444446,25.444444444444443,13.692307692307692,14.038461538461538,13.615384615384617,12.461538461538462
243,Дортмунд,Бавария М.,Тобиас Стилер,3.8,4.5,1.75,24,0,1,962,953,9,51,49,9,15,2,2,612,588,74,47,13,21,27,14,60,43,7,12,17,13,4,3,16,10,141,139,13,11,5,5,8,5,5,6,3-4-2-1,7.07,4-2-3-1,7.21,18.44,9.84,,,3.615384615384616,25.0,8.461538461538462,8.88888888888889,9.076923076923077,9.074074074074074
244,Леверкузен,Вольфсбург,Даниэль Шлагер,1.65,4.2,4.75,26,0,1,1575,886,689,69,31,10,16,3,3,639,272,44,58,24,15,20,14,60,45,17,12,16,18,12,6,5,19,160,129,9,14,1,9,7,8,2,6,4-2-3-1,7.0,4-4-2,6.86,9.29,16.54,,,4.0,24.88888888888889,10.923076923076923,11.592592592592592,15.384615384615383,14.074074074074074
245,Э. Франкфурт,Фрайбург,Мартин Петерсен,2.0,3.75,3.4,23,1,1,2965,399,2566,62,38,14,9,4,1,543,335,53,56,42,7,10,20,59,53,28,23,21,11,9,2,5,8,140,138,34,10,16,5,28,6,6,4,3-5-2,6.87,4-4-2,6.91,8.25,37.38,,,4.285714285714286,29.142857142857142,12.923076923076923,12.37037037037037,9.785714285714286,9.592592592592592
246,Бремен,Мгладбах,Мануэль Грефе,4.333333333333334,4.0,1.72,25,0,0,1288,863,425,44,56,14,11,2,1,455,567,56,57,21,20,18,19,62,72,19,24,23,22,8,5,11,10,142,148,12,9,7,4,8,2,4,7,4-3-3,6.75,3-4-1-2,6.95,12.03,10.46,,,1.9090909090909087,18.454545454545453,12.307692307692308,12.962962962962964,12.846153846153848,12.62962962962963
247,РБ Лейпциг,Герта,Бастиан Данкерт,1.28,6.0,9.0,32,1,1,965,999,-34,57,43,12,20,2,3,465,346,39,61,17,15,12,21,58,56,15,17,21,19,4,7,9,10,126,119,11,12,4,3,5,5,6,7,4-2-2-2,7.07,4-2-3-1,6.83,10.89,9.5,,,3.727272727272727,26.63636363636364,10.461538461538462,10.925925925925926,13.307692307692308,13.185185185185183
248,Хоффенхайм,Кельн,Феликс Брых,2.37,3.8,2.75,20,1,0,597,1846,-1249,43,57,12,8,6,1,409,503,46,62,2,37,13,11,45,37,18,9,11,12,0,10,8,5,101,131,8,17,6,6,6,12,2,5,4-2-3-1,6.82,4-2-3-1,6.83,20.86,17.19,,,4.071428571428571,21.785714285714285,9.642857142857142,11.0,14.384615384615383,14.22222222222222
249,Юнион Берлин,Майнц 05,Роберт Шредер,2.3,3.5,3.0,35,1,1,928,1256,-328,40,60,17,18,4,2,316,474,71,69,19,20,14,14,70,70,33,33,16,13,6,6,11,8,145,145,9,10,3,2,5,4,4,6,3-4-2-1,6.79,4-2-3-1,6.75,14.1,7.95,,,3.0,25.666666666666668,15.076923076923077,15.333333333333334,14.23076923076923,13.62962962962963
250,Аугсбург,Падерборн,Дениз Айтекин,1.95,3.8,3.6,21,0,0,1112,851,261,55,45,7,14,1,1,460,369,71,68,17,18,12,12,57,40,22,16,18,14,6,6,12,12,157,143,12,15,3,2,7,6,5,9,4-2-3-1,6.68,4-4-2,6.71,12.5,23.25,,,4.25,24.83333333333333,11.846153846153848,11.22222222222222,11.76923076923077,12.814814814814817
251,Фортуна,Шальке 04,Тобиас Вельц,2.5,3.3,2.9,23,0,0,1921,527,1394,67,33,10,13,3,2,574,278,85,68,20,14,8,19,54,70,24,34,13,14,7,2,9,20,165,152,13,8,8,3,6,4,7,4,3-5-2,6.75,5-4-1,6.8,7.0,20.39,,,5.75,32.0,11.307692307692308,12.62962962962963,11.461538461538462,11.407407407407408
252,Фрайбург,Леверкузен,Марко Фриц,4.333333333333334,4.2,1.7,21,0,0,536,1684,-1148,31,69,8,13,0,2,310,692,56,60,19,23,12,11,38,41,11,17,8,8,6,6,13,4,133,142,9,7,1,1,5,6,4,1,4-4-2,6.91,3-4-3,6.98,31.93,7.77,,,3.923076923076923,24.923076923076923,9.384615384615383,9.571428571428571,12.214285714285714,11.535714285714286
253,Майнц 05,Хоффенхайм,Саша Стегеманн,2.37,3.75,2.62,32,0,1,1342,957,385,49,51,17,15,4,3,420,442,58,63,33,11,23,10,75,59,33,15,15,23,10,7,12,14,164,154,18,12,2,6,10,9,8,3,4-2-3-1,6.76,4-2-3-1,6.83,10.32,9.75,,,4.25,22.33333333333333,13.071428571428571,13.785714285714286,12.461538461538462,11.035714285714286
254,Шальке 04,Бремен,Феликс Цвайер,2.6,3.25,2.8,35,0,1,1060,901,159,42,58,19,16,5,3,341,470,69,61,17,15,13,12,66,62,22,25,21,19,4,8,12,15,162,165,12,6,1,2,7,4,5,2,3-4-2-1,6.8,4-3-1-2,6.76,10.0,4.97,,,3.75,23.0,11.357142857142858,11.464285714285714,13.571428571428571,13.0
255,Герта,Аугсбург,Свен Яблонски,1.75,4.0,4.333333333333334,26,1,0,1344,1043,301,51,49,19,7,3,3,427,396,92,62,26,31,7,22,55,52,20,16,24,12,7,8,7,10,148,180,11,8,5,3,9,4,2,4,4-2-3-1,6.82,4-2-3-1,6.69,8.48,32.0,,,4.6,27.2,13.071428571428571,13.428571428571429,10.642857142857142,11.071428571428571
256,Вольфсбург,Э. Франкфурт,Гвидо Винкманн,1.95,3.8,3.6,34,0,1,1302,539,763,52,48,18,16,4,6,370,341,58,75,15,13,29,14,82,73,27,23,24,28,4,3,8,17,173,160,19,7,4,3,14,6,5,1,4-4-1-1,6.87,3-4-1-2,6.88,5.7,4.82,,,3.375,23.375,12.857142857142858,14.142857142857142,11.857142857142858,12.428571428571429
257,Бавария М.,Фортуна,Роберт Хартманн,1.08,13.0,19.0,19,3,0,2550,104,2446,68,32,9,10,0,2,690,309,45,60,22,8,15,13,39,42,8,14,9,11,7,2,9,18,135,116,21,7,8,2,14,4,7,3,4-2-3-1,7.2,4-1-4-1,6.75,8.04,30.85,,,3.142857142857143,23.142857142857142,9.071428571428571,9.285714285714286,13.857142857142858,12.535714285714286
258,Мгладбах,Юнион Берлин,Фрэнк Вилленборг,1.44,4.5,6.0,22,2,0,1458,973,485,58,42,13,9,3,2,561,396,54,60,14,18,25,9,50,50,19,17,9,17,4,3,7,10,130,139,15,12,9,5,10,6,5,6,4-2-3-1,6.96,3-4-2-1,6.79,14.44,19.05,,,3.8,23.3,12.428571428571429,12.571428571428571,15.571428571428571,15.392857142857142
259,Падерборн,Дортмунд,Дэниел Зиберт,8.5,6.0,1.3,10,0,0,267,2104,-1837,33,67,4,6,2,3,334,673,49,60,9,17,18,24,35,45,4,7,21,17,2,8,13,12,134,125,9,16,1,11,6,14,3,2,4-1-4-1,6.71,3-4-2-1,7.06,27.13,12.94,,,4.538461538461538,21.692307692307693,13.785714285714286,12.857142857142858,9.285714285714286,8.892857142857142
260,Кельн,РБ Лейпциг,Кристиан Дингерт,5.5,4.75,1.5,23,1,2,695,1413,-718,47,53,16,7,2,1,444,498,70,56,21,15,9,15,57,57,23,24,21,8,4,7,16,13,147,157,7,19,5,9,5,15,2,4,4-2-3-1,6.82,4-2-2-2,7.05,9.48,22.92,,,4.4,21.2,14.071428571428571,14.0,11.357142857142858,10.964285714285714
261,Фрайбург,Мгладбах,Маркус Шмидт,4.6,4.2,1.66,28,0,0,448,1918,-1470,35,65,14,14,4,3,341,627,55,68,14,35,17,11,47,43,13,14,9,8,3,10,13,8,127,140,15,18,6,3,7,9,8,9,4-2-2-2,6.9,4-2-3-1,6.96,15.61,8.42,,,4.0,22.5,9.285714285714286,9.517241379310343,12.714285714285714,12.586206896551724
262,Леверкузен,Бавария М.,Мануэль Грефе,7.0,6.0,1.33,19,1,3,845,1287,-442,47,53,14,5,3,3,523,578,64,64,18,20,26,16,41,58,9,11,15,22,6,4,14,13,151,144,10,16,6,10,6,10,4,6,3-4-3,6.98,4-2-3-1,7.2,12.55,11.35,,,2.0,19.0,10.857142857142858,11.586206896551724,9.5,9.275862068965518
263,Э. Франкфурт,Майнц 05,Феликс Брых,1.9,4.0,3.6,32,0,1,1349,956,393,66,34,17,15,3,3,533,270,79,79,28,12,13,20,75,78,35,33,17,17,7,5,6,12,172,156,11,17,0,4,6,13,5,4,3-4-1-2,6.88,4-2-3-1,6.76,4.23,13.54,,,4.266666666666667,21.666666666666668,13.0,12.551724137931034,14.5,13.89655172413793
264,Фортуна,Хоффенхайм,Сёрен Аисты,2.5,3.5,2.75,28,1,1,2399,363,2036,67,33,13,15,4,4,610,308,63,59,55,3,13,7,46,40,18,15,11,12,7,1,6,10,144,116,25,8,4,3,14,4,11,4,3-5-2,6.73,4-2-3-1,6.83,8.83,22.58,,,3.857142857142857,26.428571428571427,11.214285714285714,12.448275862068966,12.642857142857142,11.172413793103448
265,РБ Лейпциг,Падерборн,Дениз Айтекин,1.1,10.0,21.0,25,1,0,950,1160,-210,51,49,11,14,2,4,461,418,51,67,12,31,10,15,53,46,15,15,18,10,7,9,11,15,143,156,12,16,4,5,9,8,3,8,4-2-2-2,7.04,4-2-3-1,6.69,8.85,12.05,,,4.076923076923077,24.53846153846154,10.571428571428571,10.827586206896552,11.928571428571429,12.551724137931034
266,Дортмунд,Герта,Вред Осмерс,1.36,5.25,7.0,18,0,0,1604,224,1380,63,37,7,11,0,2,745,420,54,70,14,9,23,14,59,39,13,8,17,19,6,0,10,17,130,123,13,4,3,1,9,1,4,3,3-4-2-1,7.07,4-2-3-1,6.83,13.05,17.42,,,3.909090909090909,22.454545454545453,8.5,8.793103448275861,13.785714285714286,13.620689655172416
267,Бремен,Вольфсбург,Бибиана Штайнхаус,3.75,3.7,1.95,30,0,0,919,1086,-167,53,47,17,13,3,3,480,408,68,62,19,20,9,16,52,69,21,32,18,8,5,4,9,13,162,148,13,17,2,3,10,11,3,6,3-4-2-1,6.75,4-4-1-1,6.86,7.83,12.82,,,3.333333333333333,22.166666666666668,12.428571428571429,13.10344827586207,15.428571428571429,14.275862068965518
268,Юнион Берлин,Шальке 04,Тобиас Стилер,2.3,3.1,3.4,32,1,1,1226,550,676,46,54,19,13,3,1,330,399,79,75,33,17,16,15,76,65,37,30,18,11,9,4,8,10,165,173,12,4,5,1,10,1,2,3,3-4-1-2,6.79,4-3-1-2,6.8,9.04,5.56,,,3.642857142857143,24.928571428571427,15.214285714285714,15.172413793103448,11.571428571428571,11.724137931034482
269,Аугсбург,Кельн,Бенджамин Кортус,2.9,3.6,2.3,34,0,0,1776,589,1187,49,51,13,21,1,3,335,352,70,99,22,17,17,6,67,71,26,30,13,24,9,2,7,4,168,163,16,9,5,2,9,7,7,2,4-2-3-1,6.69,4-2-3-1,6.81,7.64,6.83,,,3.2,26.5,11.5,10.93103448275862,13.928571428571429,14.06896551724138
270,Хоффенхайм,РБ Лейпциг,Тобиас Вельц,7.0,5.75,1.36,33,0,2,1644,842,802,50,50,15,18,2,2,451,455,52,70,23,6,25,14,65,50,24,16,10,16,9,1,19,13,161,150,24,15,6,7,13,12,11,3,3-4-1-2,6.82,4-3-1-2,7.03,8.68,9.42,,,5.6,30.2,9.8,11.3,11.066666666666666,10.833333333333334
271,Кельн,Юнион Берлин,Мартин Петерсен,2.05,3.5,3.5,35,0,1,1252,534,718,61,39,18,17,3,0,537,329,64,67,26,17,12,16,76,65,34,29,18,14,4,6,8,13,173,160,10,6,6,4,7,5,3,1,4-2-3-1,6.81,4-1-4-1,6.79,6.28,11.2,,,4.375,28.375,14.2,14.3,15.133333333333333,15.3
272,Фортуна,Дортмунд,Саша Стегеманн,7.5,5.5,1.36,21,0,0,740,648,92,37,63,6,15,1,3,426,733,56,42,17,6,10,16,43,40,12,10,16,15,6,1,22,7,127,123,6,6,3,3,3,5,3,1,3-4-2-1,6.74,3-4-2-1,7.08,24.24,12.48,,,4.461538461538462,23.07692307692308,11.333333333333334,12.466666666666669,9.066666666666666,8.733333333333333
273,Герта,Э. Франкфурт,Роберт Хартманн,2.15,3.75,3.1,21,1,0,445,1935,-1490,39,61,14,7,1,2,355,543,68,42,5,26,18,18,45,56,9,15,13,16,1,5,16,5,124,131,5,18,4,7,3,10,2,8,4-3-1-2,6.82,3-4-2-1,6.88,16.21,9.52,,,3.0,22.625,13.466666666666669,13.533333333333331,12.133333333333333,12.7
274,Падерборн,Бремен,Кристиан Дингерт,3.6,4.0,1.85,36,0,3,999,1452,-453,48,52,18,18,6,3,354,394,47,49,26,18,14,20,53,62,13,18,13,16,11,2,9,18,148,135,18,11,7,8,9,11,9,0,4-2-2-2,6.7,3-4-1-2,6.76,10.75,5.56,,,4.2727272727272725,21.363636363636363,13.133333333333333,12.6,13.733333333333333,13.233333333333333
275,Вольфсбург,Фрайбург,Бастиан Данкерт,1.5699999999999998,4.333333333333334,5.25,28,2,1,1104,1390,-286,46,54,17,11,0,1,337,396,48,60,17,17,15,10,51,46,18,20,11,8,6,5,3,18,130,137,20,11,6,6,14,8,6,3,4-4-2,6.87,4-2-2-2,6.91,11.05,8.84,,,3.8333333333333335,27.08333333333333,13.2,14.233333333333333,9.733333333333333,9.666666666666666
276,Бавария М.,Мгладбах,Феликс Цвайер,1.44,5.0,6.0,23,1,1,1219,827,392,49,51,13,10,0,2,560,574,55,67,15,10,14,8,39,39,11,12,11,13,3,1,12,6,128,140,10,9,5,2,8,5,2,4,4-2-3-1,7.2,4-2-3-1,6.95,13.5,20.69,,,4.076923076923077,23.923076923076923,9.066666666666666,9.133333333333333,12.8,12.633333333333333
277,Майнц 05,Аугсбург,Марко Фриц,2.05,3.5,3.6,22,0,1,1854,375,1479,66,34,8,14,2,4,501,260,83,79,32,11,18,17,71,60,28,30,17,15,9,5,3,8,177,167,17,9,4,3,10,5,7,4,4-2-3-1,6.77,4-2-3-1,6.69,5.63,12.3,,,3.7857142857142856,24.642857142857142,13.333333333333334,13.933333333333334,10.4,11.0
278,Шальке 04,Леверкузен,Дэниел Зиберт,7.0,5.0,1.4,21,0,0,286,2043,-1757,27,73,14,7,4,1,270,719,70,64,10,36,27,29,62,63,19,18,20,17,1,9,14,10,139,168,7,15,4,5,5,10,2,5,4-4-2,6.8,4-2-3-1,6.97,18.19,4.64,,,4.571428571428571,20.857142857142858,11.866666666666667,11.766666666666667,12.266666666666667,11.666666666666666
