Unnamed: 0,Team1,Team2,Referee,Coef_1,Coef_X,Coef_2,Total_Fouls,Team1_Score,Team2_Score,Team1_Intensive,Team2_Intensive,Intensive,Team1_Ball_possession,Team2_Ball_possession,Team1_Fouls,Team2_Fouls,Team1_Yellow_cards,Team2_Yellow_cards,Team1_Passes,Team2_Passes,Team1_Long_balls,Team2_Long_balls,Team1_Crosses,Team2_Crosses,Team1_Dribbles,Team2_Dribbles,Team1_Duels_won,Team2_Duels_won,Team1_Aerials_won,Team2_Aerials_won,Team1_Tackles,Team2_Tackles,Team1_Corner_kicks,Team2_Corner_kicks,Team1_Interceptions,Team2_Interceptions,Team1_Possession_lost,Team2_Possession_lost,Team1_Total_shots,Team2_Total_shots,Team1_Shots_on_target,Team2_Shots_on_target,Team1_Shots_inside_box,Team2_Shots_inside_box,Team1_Shots_outside_box,Team2_Shots_outside_box,Team1_Formation,Team1_Ratings,Team2_Formation,Team2_Ratings,Ref_Mean_Cards,Ref_Mean_Fouls,Team1_Mean_Fouls_Home,Team1_Mean_Fouls,Team2_Mean_Fouls_Away,Team2_Mean_Fouls,Team1_PPDA,Team2_PPDA,Team1_Pre_PPDA,Team2_Pre_PPDA
295,Ньюкасл,Тоттенхэм,Крэйг Поусон,5.25,3.75,1.67,27,1,2,1229,1323,-94,41,59,13,14,3,2,348,521,79,53,28,14,22,19,53,65,17,23,11,14,7,3,5,14,145,136,22,11,6,5,17,7,5,4,5-3-2,6.78,4-4-2,6.92,3.8125,24.0,10.642857142857142,10.482758620689657,10.857142857142858,12.06896551724138,15.6,8.1,,
296,Астон Вилла,Фулхэм,Энтони Тейлор,2.55,3.1,2.9,34,0,0,1240,848,392,52,48,14,20,1,2,418,384,67,55,23,11,24,20,65,67,19,19,15,23,4,4,14,4,154,148,14,15,4,7,7,8,7,7,4-2-3-1,7.0,4-2-3-1,6.85,2.8095238095238093,21.285714285714285,12.0,11.20689655172414,12.714285714285714,12.689655172413794,7.17,10.0,,
297,Манчестер Юнайтед,Брайтон,Майк Дин,1.67,3.75,5.25,21,0,1,1846,571,1275,57,43,14,7,2,2,604,436,39,47,21,18,21,12,50,48,18,7,13,20,5,6,13,19,148,150,15,5,7,3,9,5,6,0,4-2-3-1,6.99,3-4-1-2,6.88,3.684210526315789,23.105263157894736,11.928571428571429,12.172413793103448,11.571428571428571,11.758620689655173,9.39,12.86,,
298,Эвертон,Кристал Пэлас,Кевин Френд,1.8,3.5,4.75,20,0,0,1158,1068,90,47,53,10,10,2,0,459,512,64,58,16,14,14,16,48,45,17,10,16,17,3,4,9,8,132,140,15,13,7,6,11,8,4,5,3-4-1-2,6.92,4-4-2,6.76,2.2222222222222223,21.0,10.5,10.413793103448276,10.857142857142858,10.758620689655173,12.5,14.82,,
299,Вулверхэмптон,Вест Хэм,Майкл Оливер,2.9,3.1,2.6,18,1,3,1804,512,1292,66,34,9,9,1,4,628,322,63,52,31,14,21,21,64,54,19,25,20,11,4,2,9,12,127,134,20,9,5,6,15,8,5,1,4-2-3-1,6.87,4-2-3-1,6.9,3.090909090909091,23.363636363636363,13.0,11.517241379310343,9.857142857142858,10.551724137931034,7.55,20.05,,
300,Фулхэм,Вулверхэмптон,Джонатан Мосс,2.5,3.1,3.0,19,0,0,1220,762,458,49,51,11,8,0,0,439,452,69,60,28,20,12,15,55,54,24,16,18,19,3,4,9,13,141,136,14,7,3,3,9,5,5,2,3-4-2-1,6.85,4-2-3-1,6.87,2.6666666666666665,20.77777777777778,12.666666666666666,12.933333333333334,10.133333333333333,11.433333333333334,11.64,20.62,,
301,Манчестер Сити,Лидс,Андре Марринер,1.36,5.25,7.5,27,0,1,2901,210,2691,71,29,12,15,3,1,621,252,23,57,36,9,21,15,52,47,12,11,8,16,9,3,6,8,129,119,29,2,7,2,14,0,15,2,4-3-3,7.1,4-1-4-1,6.9,2.4,19.2,9.6,9.5,11.466666666666669,11.233333333333333,4.96,12.72,,
302,Ливерпуль,Астон Вилла,Пол Тирни,1.45,4.75,6.5,27,0,1,1736,376,1360,66,34,16,11,2,4,577,296,43,73,25,8,18,13,57,60,21,19,14,18,7,0,7,17,161,135,23,9,10,5,17,6,6,3,4-3-3,6.95,4-3-3,7.01,4.0,24.42105263157895,10.6,10.1,10.466666666666669,11.3,5.65,10.1,,
303,Кристал Пэлас,Челси,Майкл Оливер,7.5,4.333333333333334,1.45,19,0,3,275,2631,-2356,35,65,7,12,1,0,434,782,56,51,10,25,17,14,59,52,27,17,14,20,0,8,14,9,144,127,1,23,1,10,1,19,0,4,4-4-2,6.77,3-4-2-1,7.01,3.1739130434782608,23.130434782608692,10.666666666666666,10.733333333333333,11.133333333333333,11.433333333333334,22.25,8.47,,
304,Бернли,Ньюкасл,Энтони Тейлор,2.25,3.3,3.2,23,1,0,1911,468,1443,57,43,11,12,1,0,445,342,88,78,45,18,4,13,49,54,24,28,12,10,13,3,10,9,173,163,24,10,4,5,17,10,7,0,4-4-2,6.82,5-3-2,6.78,2.8181818181818183,21.863636363636363,10.066666666666666,10.566666666666666,10.333333333333334,10.566666666666666,9.11,14.15,,
305,Вест Хэм,Лестер,Майк Дин,3.1,3.3,2.3,20,2,0,480,1611,-1131,36,64,7,13,3,3,365,629,66,62,8,31,18,17,52,59,17,29,10,13,1,9,15,12,141,160,4,15,4,5,4,10,0,5,3-4-1-2,6.89,3-5-2,6.91,3.7,23.0,11.2,10.5,9.466666666666669,10.4,25.21,6.84,,
306,Тоттенхэм,Манчестер Юнайтед,Крис Кавана,2.9,3.5,2.38,26,1,0,1054,1059,-5,46,54,11,15,1,5,439,503,49,50,18,22,21,21,53,61,7,17,21,19,7,5,11,14,138,140,12,12,3,7,9,9,3,3,4-3-3,6.93,4-2-3-1,6.99,2.9375,23.375,13.2,12.133333333333333,12.4,12.233333333333333,8.43,8.03,,
307,Шеффилд Юнайтед,Арсенал,Питер Бэнкс,5.5,3.6,1.67,15,0,1,454,1257,-803,45,55,9,6,1,1,469,577,54,35,9,9,5,15,33,43,9,14,16,12,2,4,5,2,107,105,7,14,2,5,5,8,2,6,3-5-2,6.7,4-2-3-1,6.86,3.333333333333333,21.75,12.133333333333333,12.4,8.466666666666667,9.3,21.94,22.92,,
308,Вест Бромвич,Саутгемптон,Саймон Хупер,3.6,3.6,2.0,23,2,0,1277,1595,-318,39,61,12,11,0,1,285,442,56,47,17,23,17,20,58,59,22,21,15,14,5,10,17,17,148,159,15,14,6,4,13,8,2,6,4-4-1-1,6.71,4-4-2,6.79,2.6666666666666665,24.0,10.733333333333333,10.6,11.733333333333333,11.666666666666666,7.67,5.0,,
309,Брайтон,Эвертон,Англия Даррен,2.1,3.4,3.5,19,0,0,1574,509,1065,55,45,12,7,1,2,503,400,53,58,16,14,7,13,42,43,11,16,18,7,10,3,11,19,132,142,23,8,3,1,15,3,8,5,3-4-2-1,6.87,5-3-2,6.92,3.375,23.125,11.933333333333334,11.6,10.333333333333334,10.4,8.5,19.79,,
310,Эвертон,Тоттенхэм,Майкл Оливер,3.4,3.5,2.1,16,1,1,1403,825,578,52,48,8,8,1,1,502,450,59,62,11,10,14,17,53,52,18,18,22,19,6,3,8,7,158,166,18,12,7,3,12,7,6,5,4-4-2,6.92,3-4-1-2,6.92,3.083333333333333,22.95833333333333,10.466666666666669,10.290322580645162,11.066666666666666,12.096774193548388,10.7,15.61,,
311,Ньюкасл,Вест Хэм,Кевин Френд,3.4,3.4,2.15,16,2,0,672,1771,-1099,34,66,9,7,2,2,272,510,44,49,9,27,17,22,44,41,12,9,16,11,3,8,11,9,111,140,16,16,8,6,7,8,9,8,5-3-2,6.78,3-4-1-2,6.89,2.210526315789474,20.94736842105263,10.8,10.612903225806452,9.8,10.387096774193548,19.06,9.69,,
312,Вулверхэмптон,Шеффилд Юнайтед,Роберт Джонс,1.73,3.4,5.25,23,0,0,972,992,-20,47,53,8,15,1,2,479,512,63,45,14,28,18,12,53,46,15,11,15,19,3,3,10,6,115,125,10,8,5,2,9,5,1,3,3-4-2-1,6.88,3-4-2-1,6.7,2.5,22.33333333333333,12.733333333333333,11.32258064516129,12.666666666666666,12.290322580645162,36.86,10.31,,
313,Арсенал,Фулхэм,Крэйг Поусон,1.8,3.75,4.333333333333334,20,0,0,2167,249,1918,69,31,9,11,0,3,633,286,32,50,30,6,20,21,59,49,19,17,18,12,11,1,8,11,126,118,18,3,5,1,12,2,6,1,4-2-3-1,6.87,4-4-2,6.84,3.882352941176471,24.176470588235293,10.133333333333333,9.193548387096774,13.2,12.870967741935484,6.92,16.6,,
314,Манчестер Юнайтед,Бернли,Джонатан Мосс,1.33,5.25,9.0,21,0,0,1809,503,1306,69,31,9,12,1,2,610,266,57,54,20,13,18,15,51,44,14,16,13,15,8,3,4,12,117,107,17,10,9,3,15,6,2,4,4-2-3-1,7.0,4-4-1-1,6.82,2.526315789473684,20.68421052631579,12.066666666666666,12.32258064516129,11.066666666666666,10.580645161290322,9.75,13.82,,
315,Лидс,Ливерпуль,Энтони Тейлор,5.0,4.5,1.6,22,0,1,1671,1024,647,61,39,7,15,2,1,525,322,74,42,26,17,20,21,60,38,11,10,23,15,10,8,10,10,141,128,12,17,5,7,12,12,0,5,4-1-4-1,6.9,4-3-3,6.95,2.739130434782609,21.91304347826087,11.0,11.35483870967742,9.6,10.290322580645162,9.22,12.14,,
316,Челси,Брайтон,Стюарт Аттвелл,1.5699999999999998,3.9,6.0,17,0,0,948,639,309,64,36,8,9,2,2,740,410,37,66,11,9,27,10,41,53,10,14,8,25,0,3,10,15,143,136,7,11,4,2,6,5,1,6,3-4-3,7.02,3-1-4-2,6.88,3.941176470588236,22.705882352941178,11.733333333333333,11.451612903225806,11.266666666666667,11.612903225806452,12.47,15.12,,
317,Астон Вилла,Манчестер Сити,Питер Бэнкс,10.0,5.25,1.3,19,1,2,441,2350,-1909,28,72,12,7,2,1,304,806,52,40,14,20,9,17,40,41,14,14,12,5,1,11,5,4,93,116,8,13,3,3,7,6,1,7,4-1-4-1,7.0,4-3-3,7.1,3.230769230769231,21.23076923076923,12.133333333333333,11.290322580645162,9.4,9.580645161290322,25.14,15.0,,
318,Лестер,Вест Бромвич,Энди Мэдли,1.62,3.8,5.75,25,3,0,2081,209,1872,72,28,13,12,0,2,706,255,48,54,10,10,11,13,55,37,17,11,19,10,7,3,12,10,137,139,17,4,7,1,8,2,9,2,3-4-1-2,6.91,4-4-1-1,6.72,2.583333333333333,23.75,11.333333333333334,10.483870967741936,10.466666666666669,10.64516129032258,4.75,20.37,,
319,Саутгемптон,Кристал Пэлас,Энди Мэдли,1.85,3.75,4.0,33,1,1,1752,1079,673,62,38,20,13,2,3,531,311,38,45,19,15,9,19,39,72,9,24,13,17,12,8,3,16,126,124,13,11,6,4,11,7,2,4,4-4-2,6.76,4-3-3,6.77,2.5384615384615383,23.846153846153847,11.6,11.64516129032258,10.8,10.612903225806452,5.57,12.31,,
320,Фулхэм,Тоттенхэм,Дэвид Кут,3.7,3.4,2.05,22,0,1,1540,758,782,59,41,13,9,2,1,544,378,68,74,23,5,28,13,51,56,12,13,11,21,4,1,14,7,169,148,11,9,3,2,7,5,4,4,4-4-2,6.87,4-2-3-1,6.92,3.5,23.8125,12.5625,12.8125,10.875,11.96875,7.46,11.54,,
321,Манчестер Сити,Саутгемптон,Джонатан Мосс,1.17,7.0,17.0,10,3,1,1669,1104,565,58,42,6,4,1,0,673,481,48,54,8,7,28,8,38,46,10,12,8,22,5,5,8,13,115,113,17,11,10,6,12,7,5,4,4-3-3,7.1,4-4-2,6.79,2.55,20.7,9.75,9.5,11.6875,11.90625,20.73,18.39,,
322,Арсенал,Эвертон,Джонатан Мосс,1.95,3.5,3.9,23,0,0,1321,508,813,59,41,13,10,1,3,627,438,48,55,27,11,16,10,37,53,12,13,10,19,7,3,9,8,110,110,14,8,3,1,9,4,5,4,4-2-3-1,6.87,4-2-3-1,6.92,2.4761904761904763,20.19047619047619,10.0625,9.1875,10.125,10.21875,15.0,19.72,,
323,Ливерпуль,Ньюкасл,Андре Марринер,1.18,7.5,13.0,16,1,0,2613,390,2223,68,32,9,7,2,1,793,350,29,66,17,16,21,25,45,48,8,9,21,15,6,3,8,12,121,130,22,7,9,4,13,6,9,1,4-4-2,6.95,5-3-2,6.79,2.4761904761904763,19.571428571428573,10.9375,10.4375,10.4375,10.5625,6.76,37.5,,
324,Вест Хэм,Челси,Крис Кавана,5.25,3.9,1.65,20,0,1,872,1439,-567,44,56,9,11,0,4,447,566,50,48,17,9,16,15,53,62,17,23,18,22,4,2,13,9,160,143,9,17,2,6,3,10,6,7,3-4-1-2,6.88,3-4-2-1,7.01,3.117647058823529,23.529411764705884,10.9375,10.28125,11.1875,11.34375,12.2,10.94,,
325,Шеффилд Юнайтед,Брайтон,Кевин Френд,6.0,4.0,1.5699999999999998,20,1,0,316,1948,-1632,31,69,13,7,3,0,295,640,57,67,12,24,12,31,49,60,10,16,24,10,2,12,6,8,132,145,7,17,3,4,5,12,2,5,3-4-1-2,6.7,3-4-1-2,6.88,2.3,20.7,11.9375,12.375,11.125,11.53125,12.32,6.15,,
326,Вулверхэмптон,Бернли,Англия Даррен,2.3,3.1,3.4,17,0,3,840,1407,-567,59,41,8,9,1,2,474,325,69,67,27,21,17,20,53,56,20,22,16,15,8,5,13,12,159,147,12,14,2,7,4,8,8,6,3-4-1-2,6.88,4-4-2,6.82,3.333333333333333,22.666666666666668,12.4375,11.21875,11.125,10.625,8.06,11.54,,
327,Лидс,Манчестер Юнайтед,Крэйг Поусон,4.2,4.0,1.75,32,0,0,402,1391,-989,44,56,21,11,4,1,385,483,52,37,13,22,12,37,53,68,6,13,30,16,2,6,8,10,137,142,6,16,3,4,3,9,3,7,4-1-4-1,6.91,4-2-3-1,7.0,3.8333333333333335,23.944444444444443,10.75,11.21875,12.5625,12.21875,10.44,7.09,,
328,Астон Вилла,Вест Бромвич,Стюарт Аттвелл,2.05,3.5,3.6,23,1,1,2224,649,1575,70,30,14,9,0,2,551,240,51,63,42,13,17,8,54,47,22,17,13,10,11,4,7,8,147,143,24,10,11,4,16,4,8,6,4-2-3-1,6.99,4-1-4-1,6.71,3.9444444444444446,22.38888888888889,12.125,11.3125,10.5625,10.6875,4.94,16.14,,
329,Лестер,Кристал Пэлас,Грэм Скотт,1.4,4.75,8.0,25,0,1,1900,426,1474,66,34,13,12,0,1,598,300,55,64,17,6,15,14,56,50,18,22,19,13,7,2,11,18,153,157,13,4,5,2,9,3,4,1,3-4-1-2,6.92,4-3-3,6.76,2.636363636363636,20.90909090909091,11.4375,10.5625,10.9375,10.6875,4.48,17.53,,
330,Саутгемптон,Лестер,Роберт Джонс,4.0,3.8,1.85,22,0,0,251,2828,-2577,29,71,9,13,1,0,272,633,58,39,2,32,16,15,45,65,11,28,14,19,0,10,8,3,139,155,5,23,3,9,3,13,2,10,4-4-2,6.77,3-4-1-2,6.93,2.571428571428572,22.428571428571427,12.125,11.666666666666666,9.6875,10.636363636363637,21.75,3.97,,
331,Кристал Пэлас,Манчестер Сити,Дэвид Кут,9.5,5.5,1.3,19,0,0,307,1871,-1564,30,70,9,10,2,0,294,696,50,65,10,18,26,19,57,59,17,18,18,20,2,6,19,12,137,137,9,20,4,3,3,17,6,3,4-3-3,6.75,4-4-1-1,7.09,3.4705882352941178,23.705882352941178,10.4375,10.727272727272728,9.25,9.393939393939394,21.16,5.42,,
332,Брайтон,Лидс,Крис Кавана,2.05,3.5,3.6,23,1,0,993,1409,-416,41,59,17,6,1,1,351,466,55,48,11,29,22,21,47,58,17,13,11,17,2,9,11,7,114,143,17,11,5,2,12,6,5,5,3-4-1-2,6.88,4-1-4-1,6.9,3.1666666666666665,23.33333333333333,11.9375,11.393939393939394,11.6875,11.515151515151516,8.69,14.07,,
333,Челси,Фулхэм,Кевин Френд,1.44,4.2,8.0,23,1,0,725,1377,-652,48,52,15,8,1,1,511,521,49,33,3,21,23,19,51,58,11,12,24,21,1,8,4,8,126,153,9,10,5,3,7,5,2,5,3-5-2,7.01,4-2-3-1,6.84,2.333333333333333,20.666666666666668,11.5,11.333333333333334,13.0625,12.818181818181818,11.48,12.35,,
334,Эвертон,Астон Вилла,Саймон Хупер,1.91,3.8,3.75,23,1,1,906,1505,-599,47,53,10,13,0,2,421,469,58,69,18,16,12,16,48,49,11,16,20,15,3,6,7,7,129,150,16,13,3,5,8,7,8,6,4-2-3-1,6.93,4-2-3-1,6.99,2.5,23.9,10.3125,10.212121212121213,10.5,11.393939393939394,15.94,10.86,,
335,Ньюкасл,Арсенал,Майк Дин,3.7,3.7,1.95,19,0,1,407,1929,-1522,38,62,10,9,2,1,396,641,52,46,20,17,18,14,46,34,12,11,12,6,3,7,7,9,88,86,5,19,1,5,3,12,2,7,5-3-2,6.79,4-2-3-1,6.86,3.809523809523809,22.857142857142858,10.6875,10.454545454545457,8.3125,9.303030303030305,29.09,12.9,,
336,Тоттенхэм,Шеффилд Юнайтед,Андре Марринер,1.3,5.5,9.5,17,1,0,2230,672,1558,65,35,8,9,1,1,715,356,37,48,15,19,24,15,47,39,13,8,11,13,6,6,8,8,112,121,20,8,11,1,10,5,10,3,4-2-3-1,6.91,3-4-1-2,6.71,2.5,19.40909090909091,13.0625,11.87878787878788,12.8125,12.393939393939394,7.7,30.88,,
337,Вест Бромвич,Вулверхэмптон,Пол Тирни,2.5,3.1,3.0,28,0,1,913,1484,-571,42,58,17,11,2,0,339,467,62,58,20,21,13,21,54,69,17,20,21,20,5,6,10,7,163,164,10,20,4,10,6,13,4,7,3-5-1-1,6.71,4-2-3-1,6.87,4.1,24.55,10.8125,10.636363636363637,10.0,11.12121212121212,8.96,8.15,,
338,Бернли,Вест Хэм,Энтони Тейлор,3.0,3.5,2.3,12,1,2,877,1140,-263,44,56,4,8,2,1,426,544,103,66,29,24,12,14,40,64,15,40,8,10,5,4,12,11,172,157,8,22,3,4,7,13,1,9,4-4-2,6.84,4-2-3-1,6.88,2.75,21.916666666666668,10.125,10.575757575757576,9.625,10.242424242424242,14.76,10.94,,
339,Манчестер Юнайтед,Ливерпуль,Энтони Тейлор,2.75,3.75,2.38,22,1,2,1225,1259,-34,53,47,10,12,3,0,511,454,62,51,21,9,17,17,60,44,16,12,22,16,6,4,9,12,157,146,18,17,3,8,13,14,5,3,4-2-3-1,7.0,4-3-3,6.96,2.76,21.52,11.875,12.181818181818182,9.9375,10.393939393939394,12.8,9.86,,
340,Лестер,Ньюкасл,Англия Даррен,1.36,4.75,8.5,21,0,2,2248,913,1335,68,32,12,9,1,1,596,274,56,52,32,14,18,18,56,47,18,14,13,9,9,6,12,6,129,120,25,14,9,6,17,9,8,5,3-4-1-2,6.93,5-3-2,6.79,3.3,22.1,11.529411764705882,10.705882352941176,10.235294117647058,10.441176470588236,4.79,16.28,,
341,Лидс,Тоттенхэм,Майкл Оливер,3.9,4.0,1.83,22,2,1,1299,714,585,53,47,12,10,1,2,442,395,42,60,28,15,15,21,60,51,22,13,20,15,8,6,13,6,146,154,16,11,7,3,12,7,4,4,4-1-4-1,6.9,4-2-3-1,6.93,3.04,22.68,11.352941176470589,11.352941176470589,10.764705882352942,11.764705882352942,5.29,8.81,,
342,Шеффилд Юнайтед,Кристал Пэлас,Саймон Хупер,2.9,3.2,2.5,19,0,1,675,1656,-981,49,51,11,8,1,1,412,423,64,50,19,15,18,28,54,67,15,19,22,21,5,11,9,8,137,144,7,21,0,8,6,16,1,5,3-5-2,6.7,4-3-3,6.75,2.4545454545454546,23.818181818181817,12.0,12.294117647058824,11.0,10.676470588235292,7.55,15.0,,
343,Манчестер Сити,Челси,Энтони Тейлор,2.0,3.4,3.8,22,1,0,1104,807,297,48,52,12,10,2,0,537,580,42,31,16,12,16,21,42,47,5,10,18,15,6,2,9,3,94,103,16,12,4,5,8,5,8,7,3-1-4-2,7.1,3-4-2-1,7.02,2.769230769230769,21.53846153846154,9.529411764705882,9.411764705882351,11.176470588235292,11.441176470588236,13.11,18.3,,
344,Ливерпуль,Саутгемптон,Кевин Френд,1.29,5.75,9.5,16,1,0,1527,855,672,54,46,10,6,0,1,557,480,59,58,26,17,20,14,48,44,17,7,15,18,8,4,8,6,126,127,14,12,6,6,12,6,2,6,4-3-3,6.95,4-4-2,6.77,2.3181818181818183,20.772727272727277,10.823529411764708,10.441176470588236,11.235294117647058,11.588235294117649,11.0,20.31,,
345,Вулверхэмптон,Брайтон,Джонатан Мосс,4.0,3.3,2.0,19,0,1,1830,781,1049,60,40,12,7,2,2,569,373,50,55,25,10,20,16,38,54,5,18,14,15,10,5,9,12,121,115,16,5,6,3,9,5,7,0,4-2-3-1,6.87,4-4-1-1,6.89,2.5454545454545454,20.318181818181817,12.176470588235292,11.117647058823527,10.882352941176473,11.558823529411764,9.19,12.23,,
346,Астон Вилла,Манчестер Юнайтед,Крис Кавана,4.333333333333334,4.0,1.75,31,1,0,795,1534,-739,41,59,13,18,3,1,383,563,57,49,16,19,12,17,47,46,9,15,14,10,5,6,10,11,119,127,11,18,5,7,5,11,6,7,4-2-3-1,6.99,4-2-3-1,7.0,3.1052631578947367,23.31578947368421,12.235294117647058,11.441176470588236,12.470588235294118,12.117647058823527,12.61,9.28,,
347,Вест Хэм,Эвертон,Стюарт Аттвелл,2.1,3.5,3.4,18,0,1,1621,488,1133,68,32,8,10,2,1,606,278,38,51,40,14,20,23,45,63,12,17,16,24,5,6,3,6,143,119,11,9,0,3,8,7,3,2,4-2-3-1,6.89,4-4-2,6.92,3.842105263157895,22.42105263157895,10.823529411764708,10.176470588235292,10.117647058823527,10.205882352941176,6.37,15.27,,
348,Арсенал,Вест Бромвич,Питер Бэнкс,1.44,4.5,6.5,16,2,0,1283,882,401,65,35,7,9,1,2,576,288,42,65,16,23,15,12,37,38,11,12,11,14,6,6,12,13,124,132,15,12,7,1,7,6,8,6,4-2-3-1,6.87,4-4-1-1,6.72,3.2142857142857144,21.071428571428573,10.235294117647058,9.294117647058824,10.470588235294118,10.823529411764708,9.93,16.7,,
349,Фулхэм,Бернли,Дэвид Кут,2.2,3.4,3.4,21,0,2,2037,773,1264,68,32,11,10,2,0,521,253,75,87,34,9,21,11,77,69,38,37,16,17,8,4,11,11,197,173,21,14,3,5,12,10,9,4,4-2-3-1,6.83,4-4-2,6.83,3.388888888888889,23.444444444444443,12.588235294117649,12.676470588235292,11.0,10.382352941176473,3.52,10.4,,
350,Манчестер Юнайтед,Лестер,Крэйг Поусон,3.6,3.5,2.05,21,1,1,750,1199,-449,53,47,9,12,0,0,561,491,46,47,9,16,24,13,48,43,10,13,12,17,3,4,8,13,143,132,4,12,1,3,4,4,0,8,4-2-3-1,7.01,4-4-2,6.93,3.8947368421052633,24.36842105263158,11.764705882352942,12.285714285714286,9.882352941176473,10.742857142857142,20.46,11.97,,
351,Челси,Арсенал,Андре Марринер,1.91,3.4,4.2,13,0,1,2311,358,1953,67,33,7,6,0,1,765,369,39,46,32,9,22,6,38,31,17,8,4,14,9,1,6,8,136,114,19,5,5,2,14,3,5,2,3-4-2-1,7.01,3-4-2-1,6.87,2.4782608695652173,19.30434782608696,11.705882352941176,11.4,8.352941176470589,9.228571428571428,20.27,19.89,,
352,Ньюкасл,Манчестер Сити,Кевин Френд,9.0,5.75,1.3,21,2,2,427,2464,-2037,17,83,11,10,2,2,195,925,33,30,11,22,15,19,40,53,10,9,13,21,4,5,7,4,105,104,11,15,5,6,10,7,1,8,5-3-2,6.79,4-3-3,7.09,2.260869565217391,20.565217391304348,10.647058823529411,10.4,9.294117647058824,9.485714285714286,47.56,2.91,,
353,Бернли,Лидс,Грэм Скотт,3.5,3.9,1.95,20,0,1,1447,1108,339,48,52,10,10,1,1,418,440,79,73,19,21,10,8,53,40,26,17,12,11,6,8,13,8,152,152,16,16,4,6,11,9,5,7,4-4-2,6.84,3-3-3-1,6.9,2.5,21.25,9.764705882352942,10.371428571428572,11.352941176470589,11.371428571428572,12.0,13.14,,
354,Саутгемптон,Фулхэм,Крэйг Поусон,1.83,3.8,4.0,24,1,0,1076,835,241,46,54,9,15,0,1,470,547,43,34,11,13,15,24,52,60,10,10,19,23,6,5,7,11,123,130,11,10,7,3,8,7,3,3,4-4-2,6.77,3-4-2-1,6.83,3.7,24.2,11.941176470588236,11.428571428571429,12.764705882352942,12.628571428571428,12.7,10.0,,
355,Брайтон,Вест Хэм,Андре Марринер,3.4,3.6,2.05,12,0,0,553,1135,-582,51,49,7,5,1,0,595,552,57,53,8,24,8,16,26,42,6,15,9,6,3,3,12,12,116,117,10,15,2,3,2,7,8,8,3-4-3,6.89,4-2-3-1,6.88,2.4166666666666665,19.041666666666668,12.235294117647058,11.428571428571429,9.529411764705882,10.114285714285714,13.6,18.58,,
356,Кристал Пэлас,Астон Вилла,Дэвид Кут,3.1,3.6,2.2,36,1,2,1481,1530,-49,45,55,23,13,3,2,325,393,42,76,25,22,14,8,58,55,19,18,15,13,7,7,6,8,140,144,23,19,8,5,15,12,8,7,4-3-3,6.77,4-3-3,6.98,3.3157894736842106,23.31578947368421,10.352941176470589,10.6,10.647058823529411,11.485714285714286,7.04,7.82,,
357,Тоттенхэм,Вулверхэмптон,Мартин Аткинсон,1.53,4.5,5.75,19,1,0,2257,410,1847,61,39,8,11,1,0,584,360,52,45,20,11,23,13,51,51,18,13,11,20,10,3,7,13,123,106,24,15,13,3,15,12,9,3,4-2-3-1,6.92,4-2-3-1,6.87,2.4,19.0,12.764705882352942,11.714285714285714,10.058823529411764,11.142857142857142,11.56,18.45,,
358,Вест Бромвич,Ливерпуль,Майк Дин,12.0,7.5,1.2,21,1,1,597,2505,-1908,23,77,7,14,0,0,200,699,65,47,22,30,7,19,57,46,23,22,16,8,9,13,17,6,125,144,9,26,3,6,7,14,2,12,4-4-1-1,6.71,4-3-3,6.96,3.772727272727273,22.681818181818183,11.176470588235292,10.771428571428572,10.058823529411764,10.428571428571429,21.86,4.05,,
359,Эвертон,Шеффилд Юнайтед,Джонатан Мосс,1.33,5.25,9.0,20,0,1,1641,592,1049,62,38,8,12,1,3,635,385,57,67,26,13,14,19,67,43,28,12,21,14,11,4,8,8,140,137,16,10,6,3,12,5,4,5,4-2-3-1,6.93,3-4-3,6.7,2.608695652173913,20.26086956521739,10.294117647058824,10.2,12.588235294117649,12.257142857142858,9.65,14.43,,
360,Манчестер Юнайтед,Фулхэм,Ли Мейсон,1.29,6.0,9.5,25,1,0,1618,510,1108,57,43,10,15,2,3,544,410,47,52,19,9,25,17,49,59,11,11,13,25,6,1,5,18,135,124,13,8,6,5,4,5,9,3,4-2-3-1,6.99,3-4-2-1,6.83,1.5,20.0,11.61111111111111,12.194444444444445,12.88888888888889,12.694444444444445,11.24,11.15,,
361,Саутгемптон,Лидс,Питер Бэнкс,2.6,3.75,2.5,22,0,0,1166,760,406,51,49,10,12,0,3,392,375,38,57,16,12,23,17,54,67,10,16,23,35,4,4,13,15,142,150,18,15,3,7,6,7,12,8,4-4-2,6.77,3-3-3-1,6.91,3.2,20.73333333333333,11.77777777777778,11.36111111111111,11.27777777777778,11.333333333333334,7.19,6.19,,
362,Брайтон,Манчестер Сити,Стюарт Аттвелл,7.0,4.5,1.44,24,0,1,1816,355,1461,62,38,13,11,3,3,607,361,46,42,14,7,17,15,53,50,13,12,18,15,5,3,7,7,114,104,19,8,6,4,10,7,9,1,3-5-2,6.88,4-3-3,7.09,3.8,22.2,11.944444444444445,11.305555555555555,9.333333333333334,9.5,7.39,18.3,,
