Unnamed: 0,Team1,Team2,Referee,Coef_1,Coef_X,Coef_2,Total_Fouls,Team1_Score,Team2_Score,Team1_Intensive,Team2_Intensive,Intensive,Team1_Ball_possession,Team2_Ball_possession,Team1_Fouls,Team2_Fouls,Team1_Yellow_cards,Team2_Yellow_cards,Team1_Passes,Team2_Passes,Team1_Long_balls,Team2_Long_balls,Team1_Crosses,Team2_Crosses,Team1_Dribbles,Team2_Dribbles,Team1_Duels_won,Team2_Duels_won,Team1_Aerials_won,Team2_Aerials_won,Team1_Tackles,Team2_Tackles,Team1_Corner_kicks,Team2_Corner_kicks,Team1_Interceptions,Team2_Interceptions,Team1_Possession_lost,Team2_Possession_lost,Team1_Total_shots,Team2_Total_shots,Team1_Shots_on_target,Team2_Shots_on_target,Team1_Shots_inside_box,Team2_Shots_inside_box,Team1_Shots_outside_box,Team2_Shots_outside_box,Team1_Formation,Team1_Ratings,Team2_Formation,Team2_Ratings,Ref_Mean_Cards,Ref_Mean_Fouls,Team1_Mean_Fouls_Home,Team1_Mean_Fouls,Team2_Mean_Fouls_Away,Team2_Mean_Fouls,Team1_PPDA,Team2_PPDA,Team1_Pre_PPDA,Team2_Pre_PPDA
350,Челси,Норвич,Джонатан Мосс,1.12,9.5,17.0,19,1,0,2828,134,2694,67,33,10,9,2,2,772,374,73,51,34,8,18,14,49,51,20,15,8,15,8,1,16,13,128,129,22,2,6,0,18,1,4,1,4-3-3,6.96,4-1-4-1,6.72,3.9130434782608696,20.65217391304348,9.176470588235292,10.142857142857142,10.058823529411764,9.742857142857142,7.97,27.69,,
351,Бернли,Вулверхэмптон,Майк Дин,4.5,3.25,1.9,18,0,0,534,1238,-704,46,54,10,8,0,0,359,413,76,74,16,20,7,22,50,61,29,27,12,9,3,8,12,13,143,147,9,14,1,5,7,10,2,4,4-4-2,6.8,3-4-3,6.94,4.56,21.64,11.176470588235292,10.714285714285714,11.294117647058824,10.628571428571428,7.73,22.5,,
352,Манчестер Сити,Борнмут,Ли Мейсон,1.14,9.5,13.0,20,2,0,1332,696,636,72,28,10,10,1,1,756,275,56,56,14,20,14,17,56,53,21,28,15,9,3,5,8,12,125,141,8,15,4,3,6,13,2,2,4-2-3-1,7.11,4-1-4-1,6.76,3.8666666666666663,23.666666666666668,9.294117647058824,9.542857142857144,10.470588235294118,9.657142857142857,4.9,27.81,,
353,Ньюкасл,Тоттенхэм,Дэвид Кут,5.0,4.2,1.61,19,0,1,1717,775,942,52,48,6,13,2,3,503,456,62,51,20,11,18,17,59,45,17,12,14,14,5,4,7,5,107,106,22,8,6,5,13,5,9,3,5-3-2,6.79,4-3-3,6.85,3.2857142857142856,21.785714285714285,10.0,9.742857142857142,11.058823529411764,10.914285714285716,17.73,11.74,,
354,Арсенал,Ливерпуль,Пол Тирни,4.2,4.2,1.72,24,2,1,290,2725,-2435,31,69,14,10,3,1,286,614,64,69,3,34,15,20,54,53,17,19,21,12,2,13,8,10,134,157,3,24,2,8,3,17,0,7,3-4-3,6.87,4-3-3,7.05,2.9565217391304346,24.17391304347826,11.647058823529411,10.82857142857143,9.411764705882351,8.8,17.0,4.79,,
355,Эвертон,Астон Вилла,Энтони Тейлор,2.1,3.5,3.4,28,0,0,925,942,-17,54,46,15,13,2,1,443,362,50,75,30,27,12,11,56,53,23,21,10,9,5,5,14,7,117,124,9,15,1,1,5,7,4,8,4-4-2,6.83,4-3-3,6.79,4.103448275862069,19.96551724137931,11.411764705882351,12.2,11.411764705882351,11.771428571428572,7.36,12.86,,
356,Лестер,Шеффилд Юнайтед,Майкл Оливер,2.1,3.25,3.75,22,1,0,1576,722,854,54,46,12,10,1,2,472,401,78,66,26,17,11,10,64,62,30,35,18,10,9,5,13,11,148,157,15,5,7,1,11,4,4,1,3-4-3,6.95,3-5-2,6.87,3.3448275862068964,20.55172413793104,10.705882352941176,10.971428571428572,11.235294117647058,10.714285714285714,9.25,10.17,,
357,Кристал Пэлас,Манчестер Юнайтед,Грэм Скотт,8.0,5.25,1.36,25,0,1,399,1376,-977,40,60,10,15,1,2,428,625,54,40,9,15,20,33,60,56,5,15,26,14,2,7,16,14,131,136,13,17,5,5,8,12,5,5,4-4-2,6.8,4-2-3-1,6.93,3.1052631578947367,18.94736842105263,10.941176470588236,11.085714285714284,10.823529411764708,11.057142857142855,11.66,7.92,,
358,Саутгемптон,Брайтон,Андре Марринер,2.25,3.4,3.2,16,0,1,2537,472,2065,67,33,6,10,1,0,597,281,87,67,20,11,18,14,54,57,19,26,15,18,8,2,9,12,168,168,21,10,6,2,14,10,7,0,4-4-2,6.77,3-4-1-2,6.81,2.523809523809524,16.904761904761905,10.764705882352942,12.114285714285714,10.470588235294118,10.057142857142855,5.48,19.73,,
359,Вест Хэм,Уотфорд,Мартин Аткинсон,2.45,2.9,3.3,22,3,0,952,1423,-471,40,60,11,11,0,2,297,439,68,63,24,28,16,12,75,56,40,22,13,16,9,3,12,11,172,164,10,14,4,3,5,12,5,2,4-2-3-1,6.8,4-2-3-1,6.74,2.8666666666666667,21.433333333333334,9.352941176470589,10.028571428571428,11.764705882352942,12.685714285714283,9.71,5.21,,
360,Норвич,Бернли,Кевин Френд,3.1,3.4,2.3,25,0,1,531,1934,-1403,42,58,9,16,0,0,354,468,80,55,11,35,13,5,51,54,26,32,6,13,6,8,8,7,123,110,6,23,2,8,5,14,1,9,4-2-3-1,6.72,4-4-2,6.8,3.125,20.791666666666668,9.444444444444445,9.72222222222222,10.27777777777778,10.694444444444445,24.5,6.81,,
361,Борнмут,Саутгемптон,Крэйг Поусон,2.4,3.75,2.7,23,0,1,1050,1312,-262,43,57,12,11,2,2,288,407,60,74,31,13,8,16,68,84,37,41,17,22,12,6,11,10,192,173,11,16,3,8,7,11,4,5,4-4-2,6.75,4-4-2,6.78,3.9047619047619047,25.952380952380956,8.88888888888889,9.666666666666666,13.38888888888889,11.944444444444445,6.41,6.88,,
362,Тоттенхэм,Лестер,Энтони Тейлор,2.25,3.4,3.2,25,3,0,406,2237,-1831,29,71,15,10,2,1,285,697,59,43,10,33,19,12,53,55,14,22,17,12,4,13,7,8,118,126,7,24,3,6,6,13,1,11,4-2-3-1,6.85,3-4-3,6.95,4.066666666666666,20.23333333333333,10.77777777777778,10.97222222222222,11.22222222222222,11.0,21.17,6.54,,
363,Брайтон,Ньюкасл,Саймон Хупер,1.95,3.5,4.0,25,0,0,1681,693,988,62,38,13,12,4,2,542,315,37,60,23,24,8,13,44,52,15,14,12,15,9,7,10,12,114,118,11,12,3,1,8,9,3,3,4-2-3-1,6.81,3-5-2,6.79,3.2,21.3,9.666666666666666,10.055555555555555,9.5,9.63888888888889,6.73,15.43,,
364,Шеффилд Юнайтед,Эвертон,Стюарт Аттвелл,1.95,3.3,4.2,30,0,0,1309,423,886,50,50,11,19,1,3,468,472,83,76,32,7,14,16,68,60,24,32,17,10,7,1,10,9,155,154,8,5,0,2,7,4,1,1,3-5-2,6.86,4-2-3-1,6.83,4.2631578947368425,20.84210526315789,10.22222222222222,10.694444444444445,12.944444444444445,12.27777777777778,11.4,13.06,,
365,Вулверхэмптон,Кристал Пэлас,Питер Бэнкс,1.4,4.2,9.5,26,1,0,1389,526,863,53,47,11,15,2,1,465,404,81,60,18,14,23,14,68,49,22,18,18,13,5,2,9,12,133,137,11,7,5,3,9,4,2,3,3-4-3,6.93,4-4-2,6.8,4.111111111111111,22.444444444444443,10.0,10.555555555555555,11.22222222222222,11.055555555555555,14.12,11.68,,
366,Уотфорд,Манчестер Сити,Майкл Оливер,9.0,5.75,1.3,25,0,2,78,2898,-2820,23,77,14,11,2,0,232,764,64,49,5,25,16,23,55,61,17,12,18,22,0,8,11,7,130,127,2,26,0,10,2,17,0,9,4-5-1,6.74,4-3-3,7.11,3.333333333333333,20.6,13.555555555555555,12.63888888888889,9.77777777777778,9.555555555555555,21.0,4.48,,
367,Астон Вилла,Арсенал,Крис Кавана,3.1,3.75,2.2,32,1,0,655,1244,-589,31,69,13,19,2,4,264,606,56,46,24,33,7,8,57,35,15,16,16,3,8,9,10,5,104,133,8,7,3,0,6,5,2,2,4-3-3,6.79,3-4-3,6.87,3.2916666666666665,21.33333333333333,12.11111111111111,11.805555555555555,10.055555555555555,10.916666666666666,18.63,6.29,,
368,Манчестер Юнайтед,Вест Хэм,Пол Тирни,1.22,6.5,12.0,19,0,1,1316,858,458,57,43,10,9,3,1,609,441,49,65,8,20,22,10,36,51,11,13,9,20,2,3,8,14,133,130,11,12,4,3,6,7,5,5,4-2-3-1,6.94,4-2-3-1,6.8,3.0,24.166666666666668,11.27777777777778,11.166666666666666,10.666666666666666,10.055555555555555,11.85,13.39,,
369,Ливерпуль,Челси,Андре Марринер,1.9,3.8,3.8,19,3,1,1108,803,305,50,50,8,11,1,0,584,575,69,95,12,19,15,19,57,39,15,11,19,9,6,0,5,7,155,152,10,10,7,5,8,9,2,1,4-3-3,7.04,3-4-2-1,6.97,2.4545454545454546,16.863636363636363,8.222222222222221,8.833333333333334,11.055555555555555,10.13888888888889,12.1,14.75,,
370,Арсенал,Уотфорд,Майк Дин,2.0,3.8,3.5,21,3,1,923,1747,-824,51,49,9,12,3,3,442,398,49,47,10,38,22,14,56,48,14,23,14,7,4,8,7,10,105,131,13,19,5,6,11,16,2,3,4-2-3-1,6.86,4-2-2-2,6.73,4.384615384615385,21.5,11.77777777777778,11.135135135135137,11.72222222222222,12.675675675675675,16.42,11.32,,
371,Бернли,Брайтон,Джонатан Мосс,2.62,3.3,2.7,22,1,1,1491,884,607,54,46,11,11,3,0,378,334,73,72,37,19,1,11,52,57,23,36,20,6,6,7,12,7,149,137,13,15,2,4,10,9,3,6,4-4-2,6.81,3-4-1-2,6.81,3.9166666666666665,20.58333333333333,11.11111111111111,10.83783783783784,10.444444444444445,10.135135135135137,5.93,16.36,,
372,Челси,Вулверхэмптон,Стюарт Аттвелл,1.85,3.4,4.5,26,2,0,1000,226,774,62,38,10,16,2,3,629,370,69,69,11,9,15,23,75,63,21,26,30,22,3,3,8,8,166,180,11,5,3,1,8,1,3,4,3-4-3,6.95,3-4-3,6.94,4.25,21.3,9.22222222222222,10.16216216216216,11.11111111111111,10.567567567567568,6.83,14.52,,
373,Кристал Пэлас,Тоттенхэм,Андре Марринер,6.5,4.2,1.5,24,0,1,1321,780,541,47,53,11,13,3,2,422,489,55,54,24,11,16,18,60,59,17,13,22,26,7,2,10,22,147,142,13,7,2,2,10,5,3,2,4-4-2,6.79,4-2-3-1,6.86,2.391304347826087,16.956521739130434,10.88888888888889,11.16216216216216,11.166666666666666,11.08108108108108,13.24,6.31,,
374,Эвертон,Борнмут,Крис Кавана,2.3,3.75,2.87,20,1,2,1370,851,519,70,30,11,9,1,0,687,282,58,50,21,24,23,17,70,57,21,22,26,18,2,5,6,13,145,155,13,13,5,7,11,8,2,5,4-2-3-1,6.83,4-4-2,6.75,3.4,21.76,11.61111111111111,12.45945945945946,10.444444444444445,9.72972972972973,5.35,13.56,,
375,Лестер,Манчестер Юнайтед,Мартин Аткинсон,3.6,3.5,2.05,23,0,0,880,593,287,45,55,12,11,1,5,425,518,57,52,18,7,17,15,54,50,11,12,23,21,3,3,16,9,132,138,14,7,3,3,9,7,5,0,3-5-2,6.95,4-2-3-1,6.94,2.838709677419355,21.451612903225808,10.77777777777778,10.972972972972974,11.055555555555555,11.135135135135137,9.86,8.03,,
376,Манчестер Сити,Норвич,Крэйг Поусон,1.03,19.0,41.0,11,2,0,3157,110,3047,73,27,7,4,1,1,722,268,45,63,24,3,24,6,44,31,9,7,12,14,9,0,10,14,106,105,31,5,10,4,24,2,7,3,4-3-3,7.11,4-2-3-1,6.71,3.909090909090909,25.818181818181817,9.333333333333334,9.594594594594597,10.0,9.702702702702704,6.6,31.0,,
377,Ньюкасл,Ливерпуль,Энтони Тейлор,5.5,4.6,1.53,16,1,1,243,2242,-1999,25,75,11,5,1,0,267,792,77,62,7,17,6,30,46,51,15,17,23,12,2,4,8,8,130,146,3,14,2,6,1,7,2,7,3-5-2,6.79,4-3-3,7.04,4.032258064516129,20.387096774193548,9.77777777777778,9.702702702702704,9.444444444444445,8.81081081081081,19.17,6.0,,
378,Саутгемптон,Шеффилд Юнайтед,Питер Бэнкс,2.0,3.5,3.8,25,0,1,1790,206,1584,72,28,9,16,0,1,684,260,57,63,27,11,21,11,56,46,15,19,11,12,9,1,7,11,151,130,13,5,4,3,7,5,6,0,4-4-2,6.79,3-5-2,6.86,4.0,22.8,10.5,11.91891891891892,11.166666666666666,10.702702702702704,6.8,17.61,,
379,Вест Хэм,Астон Вилла,Майкл Оливер,2.55,3.5,2.62,29,0,0,982,1076,-94,63,37,16,13,2,1,480,277,61,63,10,14,11,9,55,46,22,15,15,13,0,7,6,10,129,133,10,13,1,4,3,9,7,4,4-2-3-1,6.81,4-1-4-1,6.8,3.290322580645161,20.741935483870968,9.444444444444445,10.027027027027026,11.5,11.83783783783784,7.22,10.64,,
