Unnamed: 0,Team1,Team2,Referee,Coef_1,Coef_X,Coef_2,Total_Fouls,Team1_Score,Team2_Score,Team1_Intensive,Team2_Intensive,Intensive,Team1_Ball_possession,Team2_Ball_possession,Team1_Fouls,Team2_Fouls,Team1_Yellow_cards,Team2_Yellow_cards,Team1_Passes,Team2_Passes,Team1_Long_balls,Team2_Long_balls,Team1_Crosses,Team2_Crosses,Team1_Dribbles,Team2_Dribbles,Team1_Duels_won,Team2_Duels_won,Team1_Aerials_won,Team2_Aerials_won,Team1_Tackles,Team2_Tackles,Team1_Corner_kicks,Team2_Corner_kicks,Team1_Interceptions,Team2_Interceptions,Team1_Possession_lost,Team2_Possession_lost,Team1_Total_shots,Team2_Total_shots,Team1_Shots_on_target,Team2_Shots_on_target,Team1_Shots_inside_box,Team2_Shots_inside_box,Team1_Shots_outside_box,Team2_Shots_outside_box,Team1_Formation,Team1_Ratings,Team2_Formation,Team2_Ratings,Ref_Mean_Cards,Ref_Mean_Fouls,Team1_Mean_Fouls_Home,Team1_Mean_Fouls,Team2_Mean_Fouls_Away,Team2_Mean_Fouls,Team1_PPDA,Team2_PPDA,Team1_Pre_PPDA,Team2_Pre_PPDA
142,Челси,Астон Вилла,Крис Кавана,1.33,5.25,8.5,28,1,1,2236,544,1692,64,36,18,10,2,1,649,349,31,51,26,23,28,18,54,70,16,20,13,22,9,5,6,20,144,134,25,9,9,3,16,8,9,1,4-2-3-1,6.95,4-3-3,6.89,3.6,20.2,6.571428571428571,8.285714285714286,11.142857142857142,10.857142857142858,6.96,13.89,,
143,Лестер,Уотфорд,Крэйг Поусон,1.33,5.5,8.0,29,0,0,1684,347,1337,63,37,13,16,3,2,569,324,49,63,21,23,20,15,62,57,23,23,11,17,7,2,14,15,153,160,12,4,6,1,12,2,0,2,4-1-4-1,7.03,4-4-2,6.69,4.0,24.33333333333333,8.714285714285714,10.071428571428571,9.857142857142858,10.928571428571429,7.19,13.54,,
144,Манчестер Юнайтед,Тоттенхэм,Пол Тирни,2.5,3.4,2.8,18,1,1,1068,851,217,46,54,9,9,0,1,441,497,58,61,10,24,24,30,53,65,11,16,20,18,4,3,16,14,156,169,12,8,7,5,7,5,5,3,4-2-3-1,6.83,4-2-3-1,6.84,3.1818181818181817,24.0,12.428571428571429,10.928571428571429,10.857142857142858,10.285714285714286,7.37,8.48,,
145,Саутгемптон,Норвич,Кевин Френд,1.75,3.8,4.5,19,2,0,1019,718,301,40,60,12,7,1,1,366,562,73,66,21,7,19,22,71,61,27,28,27,12,6,1,13,12,167,178,14,10,5,3,9,6,5,4,4-4-2,6.63,4-2-3-1,6.71,3.7777777777777777,23.33333333333333,9.142857142857142,11.071428571428571,9.857142857142858,9.785714285714286,9.31,13.83,,
146,Вулверхэмптон,Вест Хэм,Андре Марринер,1.66,3.8,5.25,17,1,0,1142,667,475,49,51,8,9,1,2,479,496,66,53,22,16,28,21,63,63,28,16,12,23,5,4,17,13,145,143,13,6,7,3,12,4,1,2,3-4-3,6.85,4-4-1-1,6.79,2.4444444444444446,17.0,11.142857142857142,12.142857142857142,11.714285714285714,10.857142857142858,9.26,9.85,,
147,Ливерпуль,Эвертон,Майк Дин,1.6,4.0,5.5,30,4,2,1225,1019,206,58,42,13,17,1,2,501,339,71,57,12,26,21,15,69,66,25,28,15,19,5,6,7,14,153,160,11,12,5,4,8,8,3,4,4-2-3-1,7.04,5-4-1,6.81,4.909090909090909,20.272727272727277,7.571428571428571,8.714285714285714,13.0,11.642857142857142,9.68,9.0,,
148,Шеффилд Юнайтед,Ньюкасл,Стюарт Аттвелл,1.8,3.4,5.0,16,0,1,2138,258,1880,73,27,10,6,2,0,675,253,67,67,45,8,11,14,50,56,20,26,18,14,8,1,2,10,167,136,13,6,6,4,10,3,3,3,3-5-2,6.86,5-4-1,6.78,4.142857142857143,20.142857142857142,10.857142857142858,11.285714285714286,8.142857142857142,8.571428571428571,7.31,60.0,,
149,Арсенал,Брайтон,Грэм Скотт,1.61,4.333333333333334,5.0,21,0,1,1037,1385,-348,49,51,10,11,3,1,389,413,45,52,22,21,21,15,55,48,11,23,19,11,9,9,8,6,123,124,12,20,5,9,9,15,3,5,4-2-3-1,6.89,4-3-1-2,6.84,3.0,17.77777777777778,12.571428571428571,10.642857142857142,11.285714285714286,11.071428571428571,13.94,8.39,,
150,Эвертон,Челси,Крэйг Поусон,3.1,3.8,2.15,23,1,0,648,1483,-835,30,70,14,9,3,0,255,594,74,60,12,24,10,36,74,77,26,26,36,14,1,5,10,10,151,167,13,15,7,4,10,11,3,4,4-4-2,6.78,4-2-3-1,6.96,4.142857142857143,25.0,10.285714285714286,12.0,10.0,8.933333333333334,8.97,4.61,,
151,Борнмут,Ливерпуль,Крис Кавана,6.0,4.5,1.5,11,0,2,23,2711,-2688,26,74,5,6,0,1,305,852,67,76,3,24,11,17,39,41,15,14,12,10,1,3,16,8,133,147,3,21,0,9,3,17,0,4,4-4-2,6.84,4-3-3,7.04,3.5454545454545454,20.90909090909091,8.714285714285714,9.333333333333334,9.857142857142858,9.0,43.92,9.35,,
152,Тоттенхэм,Бернли,Кевин Френд,1.4,4.75,7.5,20,3,0,900,790,110,49,51,12,8,1,1,476,479,79,67,7,18,23,24,65,64,25,27,19,15,1,1,15,7,146,170,13,7,7,1,8,5,5,2,4-2-3-1,6.83,4-4-2,6.77,3.6,22.9,9.714285714285714,10.2,11.428571428571429,10.533333333333331,11.0,11.3,,
153,Уотфорд,Кристал Пэлас,Мартин Аткинсон,2.4,3.4,2.9,31,0,0,1314,420,894,50,50,15,16,4,2,384,391,90,65,28,11,20,14,69,61,28,22,14,14,6,2,11,7,161,155,13,3,3,0,8,3,5,0,4-2-3-1,6.68,4-5-1,6.79,2.6923076923076925,20.307692307692307,12.0,11.266666666666667,11.714285714285714,11.4,10.5,9.05,,
154,Манчестер Сити,Манчестер Юнайтед,Энтони Тейлор,1.3,5.75,9.0,20,0,2,2285,360,1925,71,29,10,10,3,2,658,265,36,34,48,9,19,15,48,48,12,11,14,19,16,3,14,11,143,110,22,11,5,7,17,9,5,2,4-3-3,7.12,4-2-3-1,6.83,5.0,19.46153846153846,9.428571428571429,8.933333333333334,9.428571428571429,10.8,3.74,20.85,,
155,Астон Вилла,Лестер,Майкл Оливер,4.75,4.2,1.65,36,1,2,692,1266,-574,40,60,21,15,6,2,306,478,52,53,31,24,20,17,54,70,15,25,14,17,8,5,8,12,135,117,15,23,2,8,11,21,4,2,4-1-4-1,6.89,4-3-1-2,7.03,3.333333333333333,19.0,10.571428571428571,10.8,11.428571428571429,10.266666666666667,8.67,4.3,,
156,Ньюкасл,Саутгемптон,Дэвид Кут,2.55,3.3,2.8,28,0,0,777,1726,-949,45,55,11,17,1,3,344,410,79,69,15,25,37,16,91,77,37,33,16,24,3,12,18,7,176,171,12,19,6,4,7,12,5,7,5-4-1,6.8,4-4-2,6.65,4.0,24.2,9.0,8.4,13.0,11.133333333333333,13.8,4.87,,
157,Норвич,Шеффилд Юнайтед,Саймон Хупер,3.1,3.5,2.25,18,1,0,1016,792,224,58,42,6,12,0,4,579,418,82,88,21,16,18,19,64,71,24,34,17,17,9,1,8,13,175,177,14,9,4,3,8,6,6,3,4-2-3-1,6.71,3-5-2,6.86,4.0,20.0,9.714285714285714,9.6,11.714285714285714,11.2,12.38,11.12,,
158,Брайтон,Вулверхэмптон,Джонатан Мосс,2.6,3.2,2.87,17,2,2,1139,758,381,62,38,10,7,3,0,581,356,60,66,15,10,9,21,43,53,17,20,13,9,3,4,9,10,143,141,13,13,5,6,7,11,6,2,4-3-3,6.85,3-4-3,6.88,4.0,21.0,10.857142857142858,11.066666666666666,13.142857142857142,11.866666666666667,5.87,23.13,,
159,Вест Хэм,Арсенал,Майк Дин,3.6,4.0,1.9,18,1,0,871,744,127,35,65,12,6,2,0,365,675,49,54,19,9,14,26,52,54,13,18,27,12,4,3,17,9,121,138,11,10,4,3,6,7,5,3,4-4-1-1,6.79,4-2-3-1,6.89,4.75,21.08333333333333,10.0,10.733333333333333,8.714285714285714,10.6,12.14,23.17,,
160,Ливерпуль,Уотфорд,Андре Марринер,1.16,7.5,15.0,14,1,0,1764,407,1357,67,33,8,6,2,1,649,309,64,66,22,9,25,13,53,49,25,11,14,21,6,3,9,13,188,160,16,8,6,2,14,5,2,3,4-2-3-1,7.06,4-2-3-1,6.69,2.5,17.0,8.25,8.8125,10.625,11.5,5.04,17.77,,
161,Бернли,Ньюкасл,Тим Робинсон,1.95,3.5,3.9,27,0,0,846,914,-68,48,52,15,12,0,2,369,397,63,79,12,24,18,17,64,64,32,21,14,17,4,3,13,7,148,162,7,9,4,0,6,4,1,5,4-4-2,6.74,5-4-1,6.81,3.0,20.0,9.75,10.375,7.875,8.5625,7.15,10.45,,
162,Челси,Борнмут,Грэм Скотт,1.22,6.5,12.0,23,0,0,2068,528,1540,67,33,9,14,1,2,590,293,61,66,42,16,8,16,65,50,31,25,15,7,9,4,15,19,164,153,18,11,5,2,15,11,3,0,4-3-3,6.94,4-5-1,6.82,3.1,18.1,8.0,8.9375,9.875,9.0625,4.53,17.21,,
163,Лестер,Норвич,Энди Мэдли,1.22,6.5,12.0,26,1,1,1899,488,1411,56,44,11,15,0,5,513,397,43,64,33,13,24,18,59,53,13,16,21,17,12,4,13,14,146,137,18,10,5,3,10,6,8,4,4-3-1-2,7.05,4-2-3-1,6.71,2.6666666666666665,24.0,9.25,10.5625,9.5,9.375,7.03,11.5,,
164,Шеффилд Юнайтед,Астон Вилла,Питер Бэнкс,1.75,3.9,4.4,19,0,0,1492,405,1087,56,44,10,9,2,2,512,396,97,88,30,15,13,4,58,58,32,36,12,11,3,2,11,13,181,168,7,8,3,0,7,5,0,3,3-5-2,6.86,4-3-3,6.87,3.6666666666666665,23.0,10.75,11.25,11.0,11.4375,8.0,10.85,,
165,Саутгемптон,Вест Хэм,Мартин Аткинсон,1.75,4.0,4.2,23,0,1,1270,1039,231,57,43,9,14,1,3,474,359,68,87,26,20,18,18,68,69,34,31,15,17,5,8,10,12,198,194,11,11,2,4,7,9,4,2,4-4-2,6.66,4-4-2,6.78,2.9285714285714284,21.071428571428573,9.5,11.5,11.375,10.8125,7.72,11.95,,
166,Манчестер Юнайтед,Эвертон,Майкл Оливер,1.61,4.0,5.5,22,0,1,1825,871,954,66,34,10,12,1,2,529,264,40,67,31,18,23,13,69,51,30,18,14,21,6,5,7,12,145,143,24,8,8,3,9,2,15,6,4-2-3-1,6.84,4-4-2,6.79,3.692307692307693,20.307692307692307,12.0,10.75,13.5,12.125,8.91,11.25,,
167,Вулверхэмптон,Тоттенхэм,Стюарт Аттвелл,2.87,3.6,2.37,24,0,1,1543,545,998,57,43,14,10,4,4,494,375,78,64,33,10,25,24,65,72,17,24,18,18,11,2,13,11,184,156,19,9,5,5,10,8,9,1,3-4-3,6.87,4-2-3-1,6.86,3.875,19.625,10.75,11.5625,10.625,10.3125,6.68,8.69,,
168,Арсенал,Манчестер Сити,Пол Тирни,6.5,6.0,1.36,33,0,3,631,1132,-501,42,58,9,24,1,4,482,672,49,47,20,10,22,21,58,55,9,15,16,21,3,3,12,10,124,107,6,14,1,7,2,8,4,6,4-2-3-1,6.89,4-2-3-1,7.11,3.0,23.5,12.25,10.3125,8.5,9.0,18.13,8.51,,
169,Кристал Пэлас,Брайтон,Крэйг Поусон,2.75,3.25,2.7,19,0,0,632,2299,-1667,34,66,7,12,1,1,315,593,61,62,14,33,15,14,62,43,26,10,14,16,3,7,14,9,134,157,11,15,4,10,8,7,3,8,4-3-3,6.79,4-2-3-1,6.85,4.0,24.75,11.125,11.6875,11.25,11.0,19.31,5.25,,
170,Эвертон,Арсенал,Кевин Френд,2.05,3.8,3.25,21,0,0,846,687,159,43,57,10,11,2,3,353,484,62,64,23,16,19,22,52,53,15,18,15,14,5,4,17,6,139,137,9,6,0,2,5,5,4,1,4-4-2,6.8,4-2-3-1,6.87,3.4545454545454546,22.63636363636364,10.75,12.117647058823527,8.375,10.235294117647058,12.42,8.04,,
171,Астон Вилла,Саутгемптон,Крэйг Поусон,2.4,3.8,2.7,31,0,2,1267,1274,-7,56,44,16,15,2,1,432,341,55,77,27,22,20,6,71,54,35,17,9,16,7,5,14,3,161,166,19,17,6,8,9,11,10,6,4-3-3,6.85,4-4-2,6.66,3.7777777777777777,24.11111111111111,11.875,11.294117647058824,13.5,11.352941176470589,10.44,12.0,,
172,Борнмут,Бернли,Мартин Аткинсон,2.37,3.3,3.0,34,0,0,1177,675,502,64,36,13,21,2,4,437,230,61,68,21,19,11,7,63,48,24,24,15,13,4,5,6,7,149,149,3,2,0,1,1,1,2,1,4-5-1,6.84,4-4-2,6.75,3.0,21.2,8.25,9.352941176470589,11.0,10.647058823529411,5.56,8.39,,
173,Брайтон,Шеффилд Юнайтед,Роберт Джонс,2.1,3.4,3.5,17,0,1,1512,583,929,69,31,6,11,1,3,648,293,70,83,23,9,21,14,56,65,28,29,9,22,4,3,5,9,174,153,9,7,2,2,5,6,4,1,4-2-3-1,6.85,3-5-2,6.87,3.0,20.0,10.75,11.058823529411764,11.75,11.176470588235292,8.53,20.22,,
174,Ньюкасл,Кристал Пэлас,Саймон Хупер,2.4,3.1,3.2,23,0,0,598,1160,-562,42,58,12,11,2,0,365,503,66,55,22,16,19,32,62,68,19,23,25,18,4,5,12,4,137,141,8,16,3,4,4,9,4,7,3-5-2,6.8,4-3-3,6.8,4.0,19.5,9.25,8.764705882352942,12.25,11.411764705882351,12.5,8.65,,
175,Норвич,Вулверхэмптон,Питер Бэнкс,3.9,3.9,1.85,21,1,0,1130,1143,-13,50,50,7,14,2,4,455,440,49,72,10,22,24,22,67,52,20,20,15,13,3,11,11,10,124,135,13,14,7,4,8,12,5,2,4-2-3-1,6.71,3-4-3,6.87,3.75,22.0,9.25,9.705882352941176,12.375,11.705882352941176,14.59,9.46,,
176,Манчестер Сити,Лестер,Майк Дин,1.36,5.75,7.0,23,2,1,2424,310,2114,62,38,14,9,2,2,690,409,58,47,14,9,17,18,45,46,8,11,19,14,6,0,10,11,111,123,23,5,12,2,17,3,6,2,4-2-3-1,7.12,4-1-4-1,7.05,4.538461538461538,20.846153846153847,9.5,9.882352941176473,11.875,10.588235294117649,8.63,32.92,,
177,Уотфорд,Манчестер Юнайтед,Ли Мейсон,4.75,3.8,1.72,27,0,0,578,1636,-1058,36,64,16,11,3,1,313,562,58,45,12,14,23,28,53,73,11,25,19,18,3,5,14,9,156,138,11,17,3,8,8,10,3,7,4-2-3-1,6.69,4-2-3-1,6.84,3.4285714285714284,20.857142857142858,12.375,11.176470588235292,9.5,10.705882352941176,8.88,5.42,,
178,Тоттенхэм,Челси,Энтони Тейлор,2.3,3.6,2.9,20,0,2,435,1150,-715,44,56,9,11,4,3,455,571,55,73,16,19,15,23,59,55,17,17,19,16,3,5,12,13,158,160,5,13,1,3,3,8,2,5,4-3-3,6.87,3-4-2-1,6.95,5.0,19.5,10.0,10.294117647058824,9.875,8.941176470588236,12.78,10.4,,
179,Вест Хэм,Ливерпуль,Джонатан Мосс,8.5,5.25,1.33,12,0,1,426,1794,-1368,29,71,6,6,2,0,331,828,57,54,19,20,21,17,51,46,16,14,17,17,3,7,9,8,142,144,7,13,4,5,5,7,2,6,5-4-1,6.8,4-3-3,7.08,3.9166666666666665,20.666666666666668,10.25,11.0,9.375,8.764705882352942,38.36,7.48,,
180,Тоттенхэм,Брайтон,Грэм Скотт,1.5,4.5,6.0,19,0,1,1041,824,217,53,47,10,9,4,2,494,416,46,63,16,17,23,23,48,71,9,22,19,23,9,2,12,14,165,141,11,11,5,5,7,3,4,8,3-4-2-1,6.85,3-4-2-1,6.83,3.090909090909091,18.545454545454547,9.88888888888889,10.22222222222222,11.333333333333334,10.77777777777778,10.13,9.69,,
181,Астон Вилла,Норвич,Крис Кавана,2.2,3.75,3.0,27,0,0,734,1353,-619,42,58,15,12,2,3,363,508,53,58,26,23,10,20,64,49,25,16,19,7,5,8,6,8,142,135,11,16,2,6,8,13,3,3,4-2-3-1,6.85,4-2-3-1,6.72,3.333333333333333,20.08333333333333,12.333333333333334,11.555555555555555,10.11111111111111,9.555555555555555,11.52,9.22,,
182,Борнмут,Арсенал,Стюарт Аттвелл,3.8,4.0,1.83,18,1,0,738,1143,-405,39,61,5,13,4,4,383,599,37,50,19,24,11,16,51,35,14,12,16,10,8,3,7,13,128,133,12,17,4,2,9,11,3,6,4-5-1,6.83,4-2-3-1,6.87,4.333333333333333,20.11111111111111,8.777777777777779,9.555555555555555,8.666666666666666,10.27777777777778,23.8,7.65,,
183,Челси,Саутгемптон,Джонатан Мосс,1.36,5.0,8.5,19,0,1,1536,260,1276,66,34,10,9,3,2,688,362,59,72,33,8,29,19,80,79,34,27,21,32,8,1,11,9,226,197,10,5,3,3,6,4,4,1,3-4-2-1,6.96,4-4-2,6.68,3.769230769230769,20.0,8.11111111111111,9.055555555555555,13.666666666666666,11.555555555555555,5.11,12.54,,
184,Кристал Пэлас,Вест Хэм,Андре Марринер,2.2,3.4,3.25,15,0,0,1402,658,744,58,42,5,10,0,2,557,390,45,70,19,25,40,27,65,78,16,27,16,30,7,6,13,20,160,153,13,10,4,2,11,7,2,3,4-5-1,6.81,4-4-2,6.79,2.5454545454545454,16.727272727272727,10.666666666666666,11.38888888888889,11.666666666666666,10.72222222222222,9.94,9.91,,
185,Эвертон,Бернли,Энтони Тейлор,1.7,3.6,5.25,29,0,0,2092,466,1626,67,33,15,14,0,0,521,255,64,76,33,8,22,5,61,71,32,36,5,20,10,2,7,9,153,132,21,6,5,0,10,3,11,3,3-4-1-2,6.8,4-4-2,6.74,5.133333333333334,19.53333333333333,10.666666666666666,12.0,12.11111111111111,11.22222222222222,5.53,13.08,,
186,Шеффилд Юнайтед,Уотфорд,Дэвид Кут,1.8,3.5,4.6,19,1,1,1630,267,1363,58,42,11,8,0,3,517,386,90,82,31,10,13,16,72,50,35,26,18,7,9,1,4,8,184,181,16,5,4,2,12,3,4,2,3-5-2,6.88,4-2-3-1,6.71,4.0,24.83333333333333,10.666666666666666,11.166666666666666,10.11111111111111,11.444444444444445,13.2,20.43,,
187,Манчестер Юнайтед,Ньюкасл,Кевин Френд,1.33,5.5,8.5,17,3,1,2393,149,2244,73,27,10,7,2,2,815,295,47,58,16,5,22,17,49,56,14,17,17,20,5,0,10,10,131,121,22,7,10,2,8,5,14,2,4-2-3-1,6.84,3-5-2,6.81,3.583333333333333,22.5,11.77777777777778,10.72222222222222,8.333333333333334,8.944444444444445,5.52,40.45,,
188,Лестер,Ливерпуль,Майкл Оливер,3.4,4.0,1.95,12,0,1,260,2232,-1972,41,59,5,7,1,1,421,590,48,67,13,33,19,23,45,45,12,13,16,10,2,8,11,8,133,155,3,15,0,6,1,12,2,3,4-1-4-1,7.02,4-3-3,7.07,3.642857142857143,20.428571428571427,9.444444444444445,10.5,9.0,8.61111111111111,20.47,11.43,,
189,Вулверхэмптон,Манчестер Сити,Мартин Аткинсон,6.5,5.5,1.4,20,0,1,2073,519,1554,61,39,7,13,0,1,564,358,50,52,34,2,26,17,64,50,21,18,13,16,3,1,7,14,121,103,21,7,8,3,11,5,10,2,3-4-3,6.87,4-2-3-1,7.13,3.1875,22.0,11.11111111111111,11.833333333333334,10.22222222222222,10.11111111111111,13.06,18.8,,
190,Брайтон,Борнмут,Пол Тирни,1.75,3.8,4.5,20,1,0,1624,513,1111,55,45,9,11,0,2,496,413,61,41,24,8,17,13,67,54,24,22,23,18,9,2,15,13,147,140,16,10,6,2,7,6,9,4,4-2-3-1,6.84,4-4-2,6.84,3.1538461538461537,24.23076923076923,10.22222222222222,10.68421052631579,10.333333333333334,9.31578947368421,9.38,17.13,,
191,Ньюкасл,Эвертон,Ли Мейсон,3.2,3.3,2.3,26,0,1,1402,1651,-249,42,58,13,13,2,2,317,435,79,66,28,25,24,16,89,60,49,24,14,15,5,8,9,6,141,146,20,22,5,9,16,16,4,6,3-5-2,6.79,4-4-2,6.81,3.5,21.625,9.555555555555555,8.842105263157896,13.333333333333334,12.157894736842104,14.71,8.5,,
192,Саутгемптон,Кристал Пэлас,Энди Мэдли,1.9,3.6,4.0,20,0,0,1798,424,1374,59,41,13,7,1,2,471,334,43,52,38,8,28,26,69,73,24,28,20,16,12,4,14,12,156,147,14,5,5,2,10,2,4,3,4-4-2,6.69,4-5-1,6.81,3.25,24.5,9.444444444444445,11.421052631578949,12.11111111111111,11.052631578947368,5.41,19.36,,
193,Уотфорд,Астон Вилла,Саймон Хупер,1.75,4.0,4.2,25,1,0,1424,934,490,48,52,16,9,5,1,417,433,63,56,21,22,10,19,44,57,14,22,14,11,6,3,9,11,129,131,20,11,6,2,12,5,8,6,4-2-3-1,6.7,4-2-3-1,6.86,3.6,20.2,12.77777777777778,11.263157894736842,10.77777777777778,11.736842105263158,8.76,16.0,,
194,Норвич,Тоттенхэм,Кевин Френд,4.5,4.333333333333334,1.65,22,1,0,602,1491,-889,41,59,12,10,3,3,394,554,69,56,10,21,21,25,56,66,18,19,22,22,4,6,17,9,171,175,5,15,2,7,2,5,3,10,4-2-3-1,6.72,3-1-4-2,6.84,3.615384615384616,22.07692307692308,9.0,9.68421052631579,10.555555555555555,10.210526315789474,8.47,9.8,,
195,Вест Хэм,Лестер,Дэвид Кут,2.5,3.75,2.6,20,1,1,586,1311,-725,42,58,16,4,4,1,383,523,65,59,17,17,27,20,73,52,25,14,24,11,5,5,10,16,159,167,14,13,4,8,11,10,3,3,4-2-3-1,6.79,4-4-1-1,6.98,3.857142857142857,24.0,9.77777777777778,10.68421052631579,11.555555555555555,10.210526315789474,8.94,7.59,,
196,Бернли,Манчестер Юнайтед,Майк Дин,4.1,3.7,1.85,27,0,1,649,1241,-592,38,62,17,10,4,3,295,501,69,52,24,8,8,19,49,55,21,20,13,6,5,4,6,2,139,138,8,14,1,5,4,6,4,8,4-4-2,6.75,4-2-3-1,6.85,4.5,21.0,10.333333333333334,11.36842105263158,9.666666666666666,10.68421052631579,13.5,8.33,,
197,Арсенал,Челси,Крэйг Поусон,2.8,3.8,2.3,32,1,0,679,1332,-653,42,58,13,19,5,4,427,577,49,59,9,23,18,20,60,60,17,15,16,17,2,3,12,16,132,143,7,13,2,4,6,10,1,3,4-2-3-1,6.87,3-4-2-1,6.94,3.7,24.8,11.88888888888889,10.421052631578949,10.0,9.105263157894736,14.04,6.89,,
198,Ливерпуль,Вулверхэмптон,Энтони Тейлор,1.25,6.5,10.0,10,1,0,1582,504,1078,62,38,7,3,1,0,607,352,54,70,18,18,15,30,46,76,18,26,19,23,5,6,12,10,152,153,10,10,3,2,7,4,3,6,4-2-3-1,7.08,3-5-2,6.89,4.8125,20.125,8.222222222222221,8.526315789473685,12.555555555555555,11.578947368421051,6.27,21.33,,
199,Манчестер Сити,Шеффилд Юнайтед,Крис Кавана,1.2,7.5,12.0,11,0,0,1533,541,992,72,28,5,6,1,1,871,314,51,60,14,16,13,13,34,45,12,17,10,16,8,5,3,12,125,118,16,8,4,0,6,7,10,1,4-3-3,7.08,3-5-2,6.88,3.4615384615384617,20.615384615384617,10.0,10.263157894736842,11.666666666666666,11.157894736842104,10.92,34.57,,
200,Брайтон,Челси,Стюарт Аттвелл,3.6,4.0,1.9,23,0,1,1088,883,205,47,53,8,15,2,3,484,537,61,65,17,14,17,18,64,62,26,19,20,25,5,3,8,19,180,157,16,16,5,5,11,12,5,4,4-3-1-2,6.86,4-3-3,6.94,4.7,19.9,10.1,10.6,10.9,9.6,12.15,8.53,,
201,Бернли,Астон Вилла,Майкл Оливер,1.95,3.5,3.9,22,0,2,1659,779,880,61,39,12,10,1,1,506,327,73,78,45,13,8,10,53,60,34,32,7,13,8,4,5,3,163,141,20,11,1,6,13,9,7,2,4-4-2,6.74,3-4-3,6.85,3.533333333333333,19.866666666666667,11.0,11.65,10.6,11.6,7.94,26.5,,
202,Ньюкасл,Лестер,Мартин Аткинсон,4.2,3.8,1.8,20,0,2,222,2374,-2152,23,77,8,12,1,1,244,833,55,47,13,11,20,11,45,52,11,22,15,17,4,5,10,11,138,126,5,17,2,10,3,10,2,7,3-4-2-1,6.81,3-1-4-2,6.97,3.0588235294117645,21.88235294117647,9.9,9.05,10.8,9.9,39.92,3.59,,
203,Саутгемптон,Тоттенхэм,Майк Дин,3.5,3.9,1.95,29,1,0,628,1365,-737,40,60,21,8,3,4,343,499,64,65,19,24,16,29,60,80,21,20,22,23,6,9,13,8,202,200,12,11,3,5,8,6,4,5,4-4-2,6.7,4-2-3-1,6.84,4.666666666666667,21.4,9.8,11.5,10.5,10.2,6.38,6.43,,
204,Уотфорд,Вулверхэмптон,Энди Мэдли,3.2,3.3,2.3,18,1,0,431,1903,-1472,36,64,12,6,3,1,343,578,61,69,8,32,23,25,50,71,24,18,13,23,4,7,12,9,143,147,9,16,3,4,6,8,3,8,4-2-3-1,6.72,3-4-3,6.89,3.2,23.6,13.1,11.5,11.6,11.15,20.12,8.45,,
205,Манчестер Сити,Эвертон,Андре Марринер,1.28,6.0,9.0,22,0,0,1655,530,1125,65,35,11,11,0,4,777,401,52,66,11,12,15,15,47,64,16,29,10,14,3,6,16,14,115,124,16,7,7,2,13,7,3,0,3-4-2-1,7.08,3-5-2,6.82,2.5,16.583333333333332,9.5,10.0,13.3,12.2,10.28,22.52,,
206,Норвич,Кристал Пэлас,Джонатан Мосс,2.35,3.4,3.0,21,1,0,723,1113,-390,40,60,12,9,5,0,362,521,54,54,13,26,17,17,63,54,15,17,30,16,2,5,17,11,125,174,15,12,4,3,11,7,4,5,4-2-3-1,6.72,4-5-1,6.81,3.857142857142857,19.928571428571427,9.3,9.8,11.6,10.85,11.27,8.0,,
207,Вест Хэм,Борнмут,Грэм Скотт,1.86,3.7,4.0,15,3,0,1440,604,836,42,58,3,12,1,2,444,618,62,40,25,15,23,20,62,58,18,22,23,20,9,2,9,6,152,148,14,3,7,2,10,3,4,0,4-4-1-1,6.8,4-3-3,6.83,3.333333333333333,18.58333333333333,10.4,10.95,10.4,9.4,22.53,15.93,,
208,Арсенал,Манчестер Юнайтед,Крис Кавана,2.6,3.7,2.5,26,2,0,920,982,-62,48,52,11,15,2,0,513,542,72,32,15,16,19,28,54,51,7,9,19,12,1,4,15,10,118,135,10,10,4,4,8,5,2,5,4-2-3-1,6.86,4-2-3-1,6.87,3.357142857142857,19.928571428571427,12.0,10.55,9.7,10.65,13.57,11.24,,
209,Ливерпуль,Шеффилд Юнайтед,Пол Тирни,1.25,5.75,12.0,13,1,0,2383,363,2020,74,26,5,8,0,0,969,327,85,56,24,10,13,7,37,35,18,10,6,14,8,4,9,12,137,118,19,3,7,2,14,2,5,1,4-3-3,7.07,3-5-2,6.87,3.071428571428572,23.928571428571427,8.1,8.45,11.1,10.9,14.58,32.68,,
210,Шеффилд Юнайтед,Вест Хэм,Майкл Оливер,1.9,3.4,4.2,17,0,0,1026,594,432,46,54,11,6,1,0,437,504,76,76,25,19,15,28,73,82,40,37,19,16,7,3,8,14,180,189,13,7,3,2,9,5,4,2,3-5-2,6.86,3-4-2-1,6.82,3.4375,20.0,10.7,10.761904761904765,11.5,10.571428571428571,9.93,10.95,,
211,Кристал Пэлас,Арсенал,Пол Тирни,4.333333333333334,3.9,1.75,36,0,1,860,1142,-282,42,58,14,22,2,3,362,487,69,68,13,10,17,20,68,49,13,11,25,17,1,4,14,9,162,175,6,7,3,4,4,6,2,1,4-5-1,6.81,4-2-3-1,6.87,2.8666666666666667,23.2,10.1,10.761904761904765,9.1,10.571428571428571,8.82,5.69,,
